CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000184645,출동! 도토리 구조대,출동 도토리 구조대,출동! 도토리 구조대,,,,Get Squirrely,20190328.0,9781.0,20190411.0,전체 관람가,N,미국,,,,,코미디,가족,,,,,Awesometown Entertainment ,,,(주)디스테이션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,10.0,2.5,,,,"신사 다람쥐 ‘프랭키’와 숲벤져스의 탄생!
엉덩이 크림이 되기 전에 도토리를 구출하라!!

동물원에서 탈출해 고향 숲을 찾은 ‘프랭키’는
인간들이 도토리를 몽땅 휩쓸어갔다는 소식을 듣고, 
고슴도치 친구 ‘코디’와 숲속 친구들을 불러 모은다. 

폭탄 전문 박쥐, ‘플라이 보이’
독설 해커 보아뱀, ‘레이치’
장애물 통과의 달인 생쥐, ‘리암’
포크레인 천산갑 부녀, ‘팽고’와 린’까지

개성 강한 멤버로 탄생한 도토리 구조대의
우당탕탕 구출 대작전이 펼쳐진다!",,,,,,,,,,,
MM1000179222,고릴라와 슈퍼레이스,고릴라와 슈퍼레이스,고릴라와 슈퍼레이스,,,,Louis & Nolan: The big Cheese Race,20190403.0,640.0,20190409.0,전체 관람가,N,노르웨이,,,,,코미디,가족,,,,,Aukruststiftelsen ,,,와이드 릴리즈(주),,,MP0000159877,라스무스 A. 실버르센,감독(연출),고릴라와 슈퍼레이스,아기곰 보보 구출 대작전,배저로와 친구들: 신비한 모험,,,,MP0000087609,김보나,우리말목소리,슈퍼스타 뚜루,마법안개의 비밀: 황금 보물선을 찾아라,빅 2: 황금열쇠 대소동,빅트립: 아기팬더 배달 대모험,슈퍼 햄찌,지구 공룡 대탐험,빅샤크2 : 해저2만리,몬스터 랜드,똑딱똑딱 마법의 시계나라,고릴라와 슈퍼레이스,,,,,,,,,,,,MP0000160899,이창민,우리말목소리,마법안개의 비밀: 황금 보물선을 찾아라,빅트립: 아기팬더 배달 대모험,체크 히어로,슈퍼 햄찌,극장판 오소마츠 6쌍둥이,빅샤크2 : 해저2만리,몬스터 랜드,똑딱똑딱 마법의 시계나라,고릴라와 슈퍼레이스,극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,극장판 도라에몽: 진구의 보물섬,,,,,,,,,,,MP1000000737,이다은,우리말목소리,슈퍼스타 뚜루,마법안개의 비밀: 황금 보물선을 찾아라,빅 2: 황금열쇠 대소동,체크 히어로,슈퍼 햄찌,몬스터 랜드,똑딱똑딱 마법의 시계나라,고릴라와 슈퍼레이스,극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,극장판 도라에몽: 진구의 보물섬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,5.0,3.3,,,,"“세계 챔피언 루이스의 치즈 레이스!”

매사에 승부욕이 넘치는 사고뭉치 까치 루이스는
겁쟁이 고슴도치 루카, 발명가 레오도르 아저씨와 씽씽마을에 살고 있다.
평화롭던 어느 날, 실내 투포환 던지기 시합에 나가게 된 루이스는
68년 전 승자를 가리지 못한 치즈 레이스에 대해 알게 되고,
라이벌 깡깡마을의 올바르와 고릴라 데스페라도스에게 레이스 시합을 신청한다.

얼떨결에 레오도르의 작업실과 집을 걸고
경주를 벌이게 된 루이스와 그런 루이스를 걱정하는 루카,
그리고 내기는 꿈에도 모른 채 발명을 멈추지 않는 레오도르 아저씨.

과연 루이스는 고릴라와 함께하는 치즈 레이스에서 이길 수 있을까?",,,,,,,,,,,
MM1000196039,로망,영화 로망,,,,,Romang,20190403.0,6372.0,20190425.0,전체 관람가,N,대한민국,,,,,드라마,멜로/로맨스,,,,,메이스엔터테인먼트 , (주)제이지 픽쳐스 , (주)MBC충북 ,(주)메리크리스마스 ,,,MP1000006301,이창근,감독(연출),로망,,,,,,MP0000013977,이순재,주연,로망,완벽한 타인,덕구,아티스트: 다시 태어나다,,,,,,,,,,,,,,,,,,MP0000014019,정영숙,주연,로망,비밥바룰라,,,,,,,,,,,,,,,,,,,,MP0000044879,조한철,주연,정직한 후보,백두산,블랙 머니,"힘을 내요, 미스터 리",배심원들,로망,국가부도의 날,신과 함께: 인과 연,더 펜션,침묵,특별시민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,84.0,5.0,793.0,3.21,3.0,,5.33,"“겁나지 않아?” 
75세 조남봉과 71세 이매자는 치매 부부입니다
결혼 45년차, 몸도 마음도 닮아진 부부는 이제 세상에 단 둘만 있는 것처럼 삽니다
매일 기억이 흐릿해지지만, 먹고 사느라 잊었던 로망은 점점 더 선명해집니다
“올 것이 왔다 싶으니까 아무렇지도 않아요”",신파적인 소재임에도 담담하게 연출한다. 그래서 더 찡하다,"젊은 연기, 늙은 연출",정영숙이 더 많은 영화에 나오지 않은 게 아쉽다,,,,,,,,
MM1000205095,생일,영화 생일,,,,,Birthday,20190403.0,10411.0,20190508.0,전체 관람가,N,대한민국,,,,,드라마,가족,,,,,나우필름 , (주)영화사레드피터 , 파인하우스 필름 ,(주)NEW ,,,MP1000006582,이종언,감독(연출),생일,,,,,,MP0000001172,전도연,주연,지푸라기라도 잡고 싶은 짐승들,백두산,생일,,,,,,,,,,,,,,,,,,,MP0000001265,설경구,주연,퍼펙트맨,생일,우상,1987,살인자의 기억법,살인자의 기억법: 새로운 기억,불한당: 나쁜 놈들의 세상,루시드 드림,,,,,,,,,,,,,,MP0000152341,김보민,조연,생일,출국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,3.0,7093.0,231.0,13601.0,3.53,7.0,6.0,6.83,"""2014년 4월 이후... 남겨진 우리들의 이야기""
세상을 먼저 떠난 아들 ‘수호’ 에 대한 그리움을 안고 살아가는 '정일'과 '순남'의 가족.
어김없이 올해도 아들의 생일이 돌아오고, 가족들의 그리움은 더욱 커져만 간다.
수호가 없는 수호의 생일.
가족과 친구들은 함께 모여 서로가 간직했던 특별한 기억을 선물하기로 하는데...
1년에 단 하루. 널 위해, 우리 모두가 다시 만나는 날.
""영원히 널 잊지 않을게.""",곁을 지켜야 알 수 있는 것들,공감과 공유와 기억으로 호소하는 기다림의 시간,기억해야 할 마음을 기록하는 영화,"안녕, 잠긴 목소리로 간절하게",죽음보다 삶으로 기억하고 싶었을까,"지금 우리가 세월호에 관해 기억하고, 통과해야 할 감정들",,,,,
MM1000199599,샤잠!,샤잠,샤잠!,,,,SHAZAM!,20190403.0,802.0,20190430.0,12세 관람가,N,미국,,,,,액션,판타지,SF,,,,,,,워너 브러더스 코리아(주) ,,,MP0000154453,데이비드 F. 샌드버그,감독(연출),샤잠!,애나벨: 인형의 주인,,,,,MP0000136442,제커리 레비,주연,샤잠!,더 크리스마스,뮤지컬 쉬 러브즈 미,,,,,,,,,,,,,,,,,,,MP1000006454,애셔 앤젤,주연,샤잠!,,,,,,,,,,,,,,,,,,,,,MP1000006455,잭 딜런 그레이저,조연,뷰티풀 보이,그것: 두 번째 이야기,샤잠!,그것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,5673.0,472.0,15839.0,2.74,6.0,5.5,5.75,"모든 히어로의 능력이 하나로 모였다!

솔로몬의 지혜, 헤라클레스의 힘, 아틀라스의 체력, 제우스의 권능, 아킬레스의 용기, 머큐리의 스피드까지 우연히 슈퍼 파워를 얻게 된 소년. 
자신의 능력을 깨닫고 악당을 물리치는 슈퍼히어로로 다시 태어난다!

주문을 외쳐라, 샤잠!",<빅>에 팬보이 감성 더하기. 다인종 대안가정으로 트렌드 읽기,"고뇌, 어둠 이런 거 없는 질풍노도 시기의 슈퍼히어로",우뢰매의 미국 친구들,이건 재롱둥이 슈퍼히어로로 분류해야 하나,,,,,,,
MM1000305019,아픈 만큼 사랑한다,아픈 만큼 사랑한다,,,,,LOVE AS MUCH AS PAIN,20190403.0,16061.0,20190906.0,전체 관람가,N,대한민국,,,,,드라마,다큐멘터리,,,,,KBS 미디어, (주)드림팩트엔터테인먼트,,(주)드림팩트엔터테인먼트,,,MP1000010358,임준현,감독(연출),아픈 만큼 사랑한다,,,,,,MP0000000772,추상미,우리말목소리,아픈 만큼 사랑한다,폴란드로 간 아이들,,,,,,,,,,,,,,,,,,,,MP1000010359,박누가,주연,아픈 만큼 사랑한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,7.0,2.0,59.0,3.6,1.0,,5.0,"“아픈 만큼 사랑하며, 아플수록 더 사랑하게 하소서”

마땅한 의료 시설조차 없어 
안타까운 죽음이 일상이 되어버린 필리핀 오지의 마을.
그들에게 먼저 손을 내밀며 다가간 한 명의 이방인 의사는
버스 한 대로 30여 년 동안 의료 봉사를 이어간다.
 
시한부 인생을 선고받은 순간에도
오로지 다른 사람의 아픔이 먼저였던 故 박누가 선교사,
그가 보여준 헌신과 봉사는 사랑 그 자체였다.
 
세상에 미처 전하지 못한 그의 사랑이 옵니다.",아픔으로 아픔을 돌보는 기적,,,,,,,,,,
MM1000199295,나의 작은 시인에게,나의 작은 시인에게,,,,,The Kindergarten Teacher,20190404.0,967.0,20190429.0,15세 관람가,N,미국,,,,,드라마,가족,,,,,,,,(주)엣나인필름,,,MP0000166502,사라 코랑겔로,감독(연출),나의 작은 시인에게,,,,,,MP0000000019,가엘 가르시아 베르날,조연,나의 작은 시인에게,이스터 에그 [코코],코코,코코,코코＋올라프,네루다,,,,,,,,,,,,,,,,MP0000002524,매기 질렌할,주연,나의 작은 시인에게,,,,,,,,,,,,,,,,,,,,,MP1000006412,파커 세바크,주연,나의 작은 시인에게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,27.0,0.0,4457.0,3.63,2.0,,6.5,"“문득 시가 떠오르면 넌 시를 읊고, 난 받아 적는 거야”
유치원에서 아이들을 가르치는 ‘리사’는 따분하고 반복되는 일상 속에서 시를 통해 예술적 욕망을 충족시키고자 하지만 재능이 따라주지 않는다.
우연히 자신의 학생 다섯 살 ‘지미’가 시에 천재적인 재능이 있음을 발견하고, 아이의 시를 자신의 시수업에서 발표하게 되는데...",무시무시하고 불편한 이스라엘 원작을 평범하게 만드는 미국식 재주,중년 여성의 빗나간 선한 의도와 열망을 속속들이 묘파한 심리극,,,,,,,,,
MM1000189092,막다른 골목의 추억,막다른 골목의 추억,,,,,Memories of a Dead End,20190404.0,774.0,20190416.0,12세 관람가,N,대한민국,일본,,,,드라마,멜로/로맨스,,,,,(주)영화사조아, 시네마스코레,,(주)트리플픽쳐스,,,MP0000091561,최현영,감독(연출),막다른 골목의 추억,,,,,,MP0000107806,수영(소녀시대),주연,감쪽같은 그녀,걸캅스,막다른 골목의 추억,,,,,,,,,,,,,,,,,,,MP0000150642,안보현,조연,막다른 골목의 추억,,,,,,,,,,,,,,,,,,,,,MP0000152309,타나카 슌스케,주연,막다른 골목의 추억,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,35.0,7.0,763.0,3.29,3.0,,5.0,"힘겨운 날, 가만히 열어보고 싶은 이야기
나고야에 있는 애인 태규를 만나러 간 유미는 그에게 새로운 여자가 생겼음을 알게 된다.
뜻하지 않은 이별에 낯선 도시를 방황하던 유미는 우연히 막다른 골목에 위치한 카페 '엔드포인트'에 들어선다.
유미는 그곳에서 카페 주인 니시야마와 서로 다른 사연을 가진 사람들을 만나게 되는데...",노닥거리는 아픔이라니,위로 받을 공간이 필요한 이들에게,지나고 나서야 알게 된다. 끝은 새로운 시작과 맞닿아 있다는 걸,,,,,,,,
MM1000190550,스마트폰을 떨어뜨렸을 뿐인데,스마트폰을 떨어뜨렸을 뿐인데,,,,,Stolen Identity,20190404.0,,20190418.0,15세 관람가,N,일본,,,,,드라마,스릴러,미스터리,,,,,,,(주)얼리버드픽쳐스,,,MP0000005155,나카다 히데오,감독(연출),스마트폰을 떨어뜨렸을 뿐인데,,,,,,MP0000086256,키타가와 케이코,주연,스마트폰을 떨어뜨렸을 뿐인데,너의 췌장을 먹고 싶어,,,,,,,,,,,,,,,,,,,,MP0000138243,치바 유다이,주연,인간실격,스마트폰을 떨어뜨렸을 뿐인데,아인,,,,,,,,,,,,,,,,,,,MP0000143235,다나카 케이,주연,스마트폰을 떨어뜨렸을 뿐인데,블랙회사에 다니고 있는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,23.0,10.0,964.0,2.58,,,,"어느 날 남자친구 도미타(다나카 케이)에게 전화를 건 아사미(키타가와 케이코)는 스마트폰 너머로 낯선 남자의 목소리를 듣게 된다.
우연히 분실된 스마트폰을 주웠다는 그 남자는, 아사미를 통해 도미타의 스마트폰을 친절하게 돌려준다.
그런데 그 날 이후부터 아사미와 도미타 주변에 이해할 수 없는 사건들이 연발한다.
스마트폰을 주운 사람은 누구였을까?
그리고 점차 드러나는 또 다른 비밀은?

""아냐! 내가 한 게 아냐! 난 아무 짓도 안 했어!""

단지, 스마트폰을 떨어뜨렸을 뿐인데...",,,,,,,,,,,
MM1000187998,예수보다 낯선,예수보다 낯선,,,,,Stranger than Jesus,20190404.0,201.0,20190416.0,15세 관람가,N,대한민국,,,,,드라마,코미디,,,,,우사유필름 ,,,(주)미로스페이스 ,,,MP0000004664,여균동,감독(연출),예수보다 낯선,,,,,,MP0000004664,여균동,주연,예수보다 낯선,,,,,,,,,,,,,,,,,,,,,MP0000144638,조복래,주연,예수보다 낯선,도어락,명당,궁합,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,6.0,2.0,197.0,2.75,2.0,,6.0,"“누구냐 넌?”
“저요? 예수인데요?”

전작이 실패하며 위기에 처한 ‘감독’(여균동)은 베스트셀러 ‘예수를 만나다’를 영화화하자는 제안을 받는다.
예수가 나타나 누군가와 식사를 한다는 내용도 황당한데, 자신이 진짜 ‘예수’(조복래)라 우기는 더 황당한 사람이 나타난다.
감독은 자칭 예수와 함께 은퇴한 조폭, 발레파킹 남자, 스타배우 등 영화를 찍기 위해 다양한 사람들을 만나게 되고 그들로부터 예수에 관한 생각지 못한 이야기를 듣게 되는데...
이 영화는 무사히 진행될 수 있을 것인가…!

정체불명 두 남자의 대.환.장 예수파티!",문득 <서울예수>가 보고 싶어졌다,영화감독 여균동의 자의식이 상당히 반영된,,,,,,,,,
MM1000190786,오늘도 평화로운,영화 오늘도 평화로운,오늘도 평화로운,,,,Super Margin,20190404.0,714.0,20190418.0,15세 관람가,N,대한민국,,,,,액션,코미디,,,,,꾸러기스튜디오 ,,,(주)영화사 그램,,,MP0000145150,백승기,감독(연출),오늘도 평화로운,,,,,,MP0000145151,손이용,주연,오늘도 평화로운,,,,,,,,,,,,,,,,,,,,,MP0000145152,박지나,조연,오늘도 평화로운,,,,,,,,,,,,,,,,,,,,,MP1000006174,조근직,조연,오늘도 평화로운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,7.0,0.0,699.0,2.85,5.0,,4.6,"영화감독이 꿈인 영준은 영화를 만들기 위해 오늘도 평화로운 그곳에서 노트북을 사려다 사기를 당한다.
직접 사기꾼들을 잡겠노라 결심한 영준은 무작정 중국으로 떠나는데…","A급 스케일, B급 똥배짱, C급 뻔뻔함",개이득 거래 한 느낌,만드는 건 자유다만…,배짱이 8할,백승기 영화 중 순한맛,,,,,,
MM1000182422,우리들의 완벽한 세계,우리들의 완벽한 세계,,,,,Perfect World,20190404.0,650.0,20190411.0,전체 관람가,N,일본,,,,,드라마,멜로/로맨스,,,,,,,,(주)디스테이션,,,MP0000166954,시바야마 겐지,감독(연출),우리들의 완벽한 세계,,,,,,MP0000072742,스가 켄타,조연,우리들의 완벽한 세계,해피 버스데이,,,,,,,,,,,,,,,,,,,,MP0000150187,스기사키 하나,주연,10년,우리들의 완벽한 세계,행복 목욕탕,,,,,,,,,,,,,,,,,,,MP0000153411,이와타 타카노리,주연,우리들의 완벽한 세계,식물도감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,59.0,4.0,274.0,2.57,3.0,,5.0,"카와나는 첫사랑인 고등학교 선배 이츠키를 우연히 재회하고 그들은 고난 속에서 벚꽃 같은 아름다운 사랑을 이어가려 한다.
벚꽃이 흩날리던 따스한 봄날, ‘카와나(스기사키 하나)’는 고등학교 농구부 에이스 선배 ‘이츠키(이와타 타카노리)’에게 첫눈에 반한다.
미술부였던 ‘카와나’는 그를 주제로 그림을 그리지만, 고백할 용기도 못 내고 그 사랑은 끝나버린다.
“이 계절이 되면, 첫사랑이 떠오른다”
인테리어 회사에 입사한 ‘카와나’는 협력사 미팅 자리에서 우연히 첫사랑 ‘이츠키’와 재회한다.
휠체어를 타고 있지만, 여전히 건축가의 꿈을 이루려 노력하는 ‘이츠키’의 반짝이는 모습에 다시 사랑에 빠진 ‘카와나’.
하지만 사고 이후 모든 상황이 달라진 ‘이츠키’는 ‘카와나’의 행복을 위해 자신의 솔직한 감정을 숨기려 하는데...
다시 만난 첫사랑, 선배를 사랑해도 될까요?",멜로에서 목소리의 소중함을 생각하다,미풍에도 간지러운 순정 100%의 마음 그대로,벚꽃 밑에서 늘어지게 잤으면,,,,,,,,
MM1000187188,파도치는 땅,파도치는 땅,,,,,The Land on the Waves,20190404.0,151.0,20190415.0,12세 관람가,N,대한민국,,,,,드라마,가족,,,,,전주국제영화제 , 투영2필름 ,,아이 엠(eye m) ,,,MP0000166304,임태규,감독(연출),파도치는 땅,폭력의 씨앗,,,,,MP0000008030,박정학,주연,파도치는 땅,,,,,,,,,,,,,,,,,,,,,MP0000053225,맹세창,주연,파도치는 땅,오장군의 발톱,,,,,,,,,,,,,,,,,,,,MP0000159994,이태경,주연,영화로운 나날,파도치는 땅,죄 많은 소녀,너와 극장에서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,3.0,1.0,176.0,2.81,3.0,,6.33,"어느 날 갑자기 걸려온 전화 한 통, 잊고 지낸 상처의 기억이 벌어진다.
문성(박정학)은 학원 사업에 실패하고 재기하기 위해 자금을 마련하러 다닌다.
한편, 하나뿐인 아들 도진(맹세창)은 돌연 미국 유학을 중단하고 결혼하겠다고 고집을 부린다.
힘에 부친 일상의 어느 날, 오랫동안 절연했던 아버지가 위독하다는 연락을 받는다.
간첩조작사건에 연루되어 최근 무죄를 선고 받은 그의 아버지는 국가 보상금으로 상당한 유산을 남긴 상황이다.
만감이 교차한 가운데 문성은 30여 년 만에 고향 군산으로 향하는데, 그곳에서 아버지를 간호하는 미스터리한 여인 은혜(이태경)를 만난다.
“왜 이제 찾아오셨어요?”
잊고 지냈던 역사의 상흔, 국가의 폭력이 남긴 삼대의 비밀이 밝혀진다.",변죽을 쳐도 안 울리는 복판,세월호 이후 한국을 살아갈 어린아이들에게,이상한 풍경의 도시를 보았다,,,,,,,,
MM1000209677,프로디지,영화 프로디지,,,,,The Prodigy,20190404.0,4734.0,20190513.0,15세 관람가,N,미국,,,,,스릴러,공포(호러),,,,,,,,판씨네마(주),,,MP0000141943,니콜라스 맥카시,감독(연출),프로디지,,,,,,MP0000026334,콜므 포어,조연,마담 싸이코,프로디지,험악한 꿈,,,,,,,,,,,,,,,,,,,MP0000139520,테일러 쉴링,주연,프로디지,더 타이탄,,,,,,,,,,,,,,,,,,,,MP1000006702,잭슨 로버트 스콧,주연,프로디지,그것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,66.0,15.0,516.0,2.63,2.0,,3.5,"아기때부터 천재적인 지능을 보이며 엄마 ‘새라’를 흡족하게 하던 완벽한 소년 ‘마일스’.
영재교육을 받는 8살이 된 ‘마일스’는 점점 폭력적이고 손에 집착하는 이상 행동을 하며 무서운 소년으로 변해간다.
혹시 살인본능? 아니면 사이코패스?
‘마일스’의 증상을 걱정하던 ‘새라’는 한 의사를 통해 퇴행 최면을 받게 하고, 아들이 과거 끔찍한 일을 저지른 사람에게 빙의 됐다는 사실을 알게 된다.",빙의 오컬트로 뜸들이다 모성 누아르로 경로 이탈,시작하다 끝맺는 건 뭐지,,,,,,,,,
MM1000194052,한강에게,영화 한강에게,한강에게,,,,To My River,20190404.0,607.0,20190423.0,12세 관람가,N,대한민국,,,,,드라마,멜로/로맨스,,,,,영화사 행방 ,,,인디스토리 ,,,MP1000006223,박근영,감독(연출),한강에게,,,,,,MP0000155647,한기윤,조연,한강에게,,,,,,,,,,,,,,,,,,,,,MP0000155667,강진아,주연,한강에게,소공녀,,,,,,,,,,,,,,,,,,,,MP1000006224,강길우,주연,파도를 걷는 소년,한강에게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2.0,3.0,1.0,841.0,3.34,5.0,,6.8,"첫 시집을 준비하는 시인 ‘진아’.
오랜 연인 ‘길우’의 뜻밖의 사고 후 매일 비슷한 일상을 보내고 있다.
대학교에서 시 수업을 하고, 친구를 만나며 괜찮은 것 같지만 추억과 일상을 헤매며 써지지 않는 시를 붙잡고 있다.
“괜찮냐고 묻지 말아 줘…”
“자꾸 괜찮냐고 물어보니까. 안 괜찮은데 괜찮다고 말 해야되잖아”",‘죄 없는 죄책감’이라는 시대 정서,괜찮지 않다고 알려주는 것만으로도,극복되지 않을 슬픔을 어루만지는 손길. 세심한 가운데 힘이 느껴진다,화면을 가득 채우는 상실의 공기로,흐르지 않는 마음에게,,,,,,
