CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000173105,양지의 그녀,양지의 그녀,,,,,Girl In The Sunny Place,20190321.0,126.0,20190402.0,12세 관람가,N,일본,,,,,드라마,멜로/로맨스,,,,,,,,(주)영화사오원,,,MP0000134680,미키 타카히로,감독(연출),양지의 그녀,언덕길의 아폴론,선생님!... 좋아해도 될까요?,"나는 내일, 어제의 너와 만난다",,,MP0000000068,우에노 주리,주연,양지의 그녀,아버지와 이토씨,,,,,,,,,,,,,,,,,,,,MP0000001339,타마야마 테츠지,조연,양지의 그녀,아인,,,,,,,,,,,,,,,,,,,,MP0000002480,마츠모토 준,주연,양지의 그녀,나라타주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,78.0,4.0,17650.0,3.46,7.0,7.8,5.5,"“널 꼭 만나고 싶었어.”
업무 미팅 자리에서 우연히 ‘마오(우에노 주리)’와 마주친 ‘고스케(마츠모토 준)’.
중학생 때 괴롭힘당하던 마오를 도와주며 서로의 첫사랑이 되었지만, 고스케의 전학으로 헤어지게 된 지 10년 만이다.
여전히 마오를 좋아하지만, 고백을 주저하던 고스케는 자신을 만나기 위한 마오의 노력으로 두 사람이 재회하게 되었음을 알게 된다.
햇살 가득한 사랑을 다시 시작한 두 사람.
하지만 마오에겐 말하지 못한 비밀이 남아있는데...",솜사탕 먹다 복통,이런 로맨스도 가능하구나,,,,,,,,,
MM1000178083,원네이션,영화 원네이션,,,,,"One Nation, One King",20190321.0,,20190409.0,15세 관람가,N,프랑스,,,,,드라마,가족,사극,,,,,,,세미콜론 스튜디오 ,,,MP1000005854,피에르 쉘러,감독(연출),원네이션,,,,,,MP0000000017,가스파르 울리엘,주연,시빌,원네이션,단지 세상의 끝,,,,,,,,,,,,,,,,,,,MP0000037201,루이 가렐,주연,네 멋대로 해라: 장 뤽 고다르,작은 아씨들,원네이션,플래니테리엄,,,,,,,,,,,,,,,,,,MP0000064868,아델 하에넬(아델 에넬),주연,그 누구도 아닌,타오르는 여인의 초상,디어스킨,원네이션,120BPM,언노운 걸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,14.0,2.0,529.0,2.65,2.0,,5.0,"무능력한 왕 루이 16세와 마리 앙투아네트
그리고 귀족들의 호사스런 생활로 인해 배고픔과 절망으로 물든 1789년 파리.

바스티유 감옥이 무너지고 작은 마을에 처음으로 햇살이 비친 날, 세탁부 프랑수아즈는 굶주림으로 아이를 잃는다.

며칠 후, 노예처럼 살아가던 떠돌이 바질을 우연히 만나게 된 프랑수아즈.
두 사람은 다시 새로운 희망을 꿈꾸기 시작하는데...

그들에게 필요했던 것은 배를 채울 빵과 사랑하며 살아갈 작은 자유. 
이제, 그들의 목소리가 노래가 되고 총칼이 된다!",지치도록 뭉그적거리면,허물어지는 것과 샘솟는 것의 비장한 교차,,,,,,,,,
MM1000168568,정글북: 마법 원정대,정글북 마법 원정대,영화 정글북,마법 원정대,,,Savva,20190321.0,,20190326.0,전체 관람가,N,러시아,,,,,판타지,어드벤처,액션,,,,Glukoza Production,,,(주)박수엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,14.0,2.64,,,,"올 봄, 5개의 소원을 찾아 떠나는
스펙터클 대모험이 시작된다!

평화로운 마을을 습격한 하이에나들은
마을의 식량을 빼앗고 사바의 엄마와 마을 사람들을 가두어 버린다.
사바는 전설 속 영웅을 찾기로 결심하고
숲을 지키는 늑대 영웅 리키와 함께 모험을 떠난다.
모험 중, 저주에 걸린 마법 원정대를 만나게 된 사바와 리키.
이들은 힘을 합쳐 마법사를 찾아 가야만 하는데…
한편, 악당 대왕 원숭이 조지맘과 부하들은
이들을 막기 위해 거대한 전쟁을 일으키려 한다.
과연 사바와 마법 원정대는 무사히 마을을 구해낼 수 있을까?",,,,,,,,,,,
MM1000167979,울프 SWAT,울프 SWAT,,,,,Wolf,20190325.0,,20190325.0,15세 관람가,N,터키,,,,,액션,스릴러,전쟁,,,,,,,BX픽쳐스 ,,,MP1000005489,칸 에므레,감독(연출),울프 SWAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,19.0,8.0,29.0,2.79,,,,"2016년 7월 15일, 국가 초유의 테러 발생! 우리는 두려워하지 않고 싸웠노라!
치안부대를 침략하며 터키 경찰과의 전쟁을 선포한 반란군 테러범, 최정예 특공대들은 죽음도 불사한 채 반란군과 맞선다.
계속해서 늘어나는 사상자로 심각한 상황은 지속되고, 최정예 특공대들은 나라와 국민을 구하기 위한 마지막 작전을 수행하는데...
생존을 위한 마지막 작전이 시작된다!",,,,,,,,,,,
MM1000171786,쿵푸 워리어,영화 쿵푸 워리어,쿵푸 워리어,,,,Birth of a Warrior,20190326.0,,20190402.0,15세 관람가,N,호주,,,,,드라마,액션,,,,,,,,(주)케이알씨지,,,MP1000005664,고든 와델,감독(연출),쿵푸 워리어,,,,,,MP0000072234,패트릭 톰슨,주연,쿵푸 워리어,,,,,,,,,,,,,,,,,,,,,MP1000005665,키 찬,주연,쿵푸 워리어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,2.0,4.0,6.0,1.5,,,,"태어나자 마자 사찰 계단에 버려진 아이, 화이트. 
그는 사찰의 전설적인 쿵푸 마스터 텐진의 제자로서 사찰과 관음불상의 수호자로 자란다. 
그러던 중 사찰 박물관을 개관하는 날, 관음불상의 천문학적 가치를 알게 된 도둑들이 불상과 함께 화이트의 여자 시에라를 납치, 그리고 쿵푸 마스터 텐진을 쓰러뜨린다. 
이로 인해 화이트는 복수심을 불태우게 되는데…
그는 스승의 복수를 완수하고 관음불상과 시에라를 되찾을 수 있을 것인가!",,,,,,,,,,,
MM1000194134,강변호텔,영화 강변호텔,,,,,Hotel by the River,20190327.0,3393.0,20190423.0,15세 관람가,N,대한민국,,,,,드라마,가족,,,,,(주)영화제작전원사 ,,,(주) 영화제작전원사 , 콘텐츠판다 , 무브먼트 ,MP0000004643,홍상수,감독(연출),강변호텔,풀잎들,클레어의 카메라,그 후,밤의 해변에서 혼자,,MP0000000575,김민희,조연,강변호텔,풀잎들,클레어의 카메라,그 후,밤의 해변에서 혼자,,,,,,,,,,,,,,,,,MP0000001412,송선미,조연,강변호텔,밤의 해변에서 혼자,,,,,,,,,,,,,,,,,,,,MP0000010686,기주봉,주연,강변호텔,풀잎들,공작,행복의 나라,식구,천사의 시간,메리 크리스마스 미스터 모,초행,사월의 끝,여교사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2.0,12.0,12.0,4045.0,3.36,3.0,,7.33,"강변의 호텔에 공짜로 묵고 있는 시인이 오랫동안 안 본 두 아들을 부른다.
아무 이유없이 죽을 거 같다는 느낌이 들어서 부른 거다.
한 젊은 여자가 같이 살던 남자에게 배신을 당한 후 강변의 호텔에 방을 잡았다.
위로를 받으려 선배 언니를 부른다. 다들 사는 게 힘들다.
그 강변의 호텔에서 하루는 하루가 다인 양 하루 안에서 계속 시작하고 있고, 사람들은 서로를 바라만 보고 있다.",가사만 바꾼 곡조로 휘감는 재능,노력하는 사람. 계속되는 재배치와 갱신. 그리고 여전한 떨림,"숭고한 죽음이란 무엇인가, 영화 내내 쓸쓸하고 어두운 정취",,,,,,,,
MM1000180060,더 길티,더 길티,영화 더 길티,,,,The Guilty,20190327.0,22091.0,20190409.0,12세 관람가,N,덴마크,,,,,드라마,스릴러,,,,,,,,(주)팝엔터테인먼트 ,,,MP1000005980,구스타브 몰러,감독(연출),더 길티,,,,,,MP0000079243,야곱 세데르그렌,주연,더 길티,,,,,,,,,,,,,,,,,,,,,MP1000005981,제시카 디니지,조연,더 길티,,,,,,,,,,,,,,,,,,,,,MP1000005982,요한 올슨,조연,더 길티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,6.0,326.0,64.0,5850.0,3.45,6.0,6.5,7.0,"재판 중인 사건으로 경질된 채 긴급 신고 센터에서 근무 중인 경찰 ‘아스게르’.
다음 날 진행될 최종 재판에 대한 긴장감으로 좀처럼 일에 집중하지 못하던 그는 심상치 않은 신고전화를 받게 된다.
직감적으로 전화를 건 여성이 납치되어 있다는 사실을 알게 된 아스게르는 피해자를 구출하기 위해 모든 절차를 무시한 채 사건에 뛰어드는데...
지금부터 모든 소리는 이 사건의 단서가 된다!","들리는 것에 상상하고 보이는 것에 현혹되는, 정교한 영화 실험",소리로 화폭을 짜고 붓질,소통과 선입견에 대한 소고-전화와 인터넷을 중심으로-,"이런 몰입감, 얼마 만인가",,,,,,,
MM1000242724,덤보,영화 덤보,덤보,,,,Dumbo,20190327.0,345522.0,20190625.0,전체 관람가,N,미국,,,,,판타지,가족,,,,,,,,월트 디즈니 컴퍼니 코리아 ,,,MP0000005098,팀 버튼,감독(연출),덤보,,,,,,MP0000001119,콜린 파렐,주연,젠틀맨,덤보,킬링 디어,매혹당한 사람들,,,,,,,,,,,,,,,,,,MP0000001539,대니 드비토,주연,쥬만지: 넥스트 레벨,쥬만지: 넥스트 레벨,덤보,,,,,,,,,,,,,,,,,,,MP0000002395,마이클 키튼,주연,덤보,어쌔신: 더 비기닝,스파이더맨: 홈커밍,파운더,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,2613.0,61.0,5507.0,3.04,4.0,6.0,6.0,"온 세상이 사랑한 이야기 덤보.
팀 버튼 감독의 상상력을 만나 다시 날아오른다!

몸보다 훨씬 큰 귀를 가지고 태어나, 뒤뚱거리는 모습으로 서커스단의 웃음거리가 된 덤보. 
어느 날 왕년의 서커스 스타 홀트와 그의 아이들, 밀리와 조가 덤보가 하늘을 날 수 있다는 것을 알게 되고, 유능한 사업가 반데비어가 덤보를 스타로 만들기 위해 접근한다. 
매력적인 공중 곡예사 콜레트와 함께 하늘을 날게 된 덤보는 그의 친구들과 함께 환상적인 쇼를 둘러싼 어둠의 비밀을 발견하게 되는데…","<배트맨 리턴즈> 뒤집기, 혹은 자기비판도 즐기는 디즈니의 경지","‘다름’을 다뤘던 원작에, 기업 합병(디즈니가?)과 동물권 문제를 얹어","디즈니와 팀 버튼, 양쪽 모두에게 안전하고, 익숙하고, 교활한 다시 쓰기",,,,,,,,
MM1000182030,선희와 슬기,선희와 슬기,,,,,Second Life,20190327.0,1379.0,20190410.0,12세 관람가,N,대한민국,,,,,드라마,가족,,,,,한국예술종합학교 ,,,(주)리틀빅픽처스 ,,,MP1000005994,박영주,감독(연출),선희와 슬기,,,,,,MP1000005995,정다은,주연,선희와 슬기,,,,,,,,,,,,,,,,,,,,,MP1000005996,박수연,조연,앵커,벌새,소은이의 무릎,선희와 슬기,소녀의 세계,,,,,,,,,,,,,,,,,MP1000005997,정유연,조연,선희와 슬기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,19.0,2.0,846.0,3.03,2.0,,5.5,"“제 이름은 선희입니다.""
18살 ‘선희’는 친구들의 관심을 끌기 위해 거짓말을 시작한다.
그러나 작은 거짓말은 친구의 자살을 부르게 되고, ‘선희’는 커다란 죄책감을 느끼게 되는데...
“제 이름은 슬기입니다.”
아무도 자신을 모르는 곳으로 떠난 ‘선희’는 모범생 ‘슬기’로 새로운 인생을 살기로 하는데...",밝은 미래가 보이지 않아 더욱 안타깝다,언제까지 도망치기만 할 거니,,,,,,,,,
MM1000182033,썬키스 패밀리,썬키스 패밀리,썬키스 패밀리,영화 썬키스 패밀리,,,Sunkist Family,20190327.0,26086.0,20190410.0,15세 관람가,N,대한민국,,,,,코미디,멜로/로맨스,가족,,,,(주)영화사두둥 ,,,메가박스중앙(주)플러스엠 ,,,MP0000096435,김지혜,감독(연출),썬키스 패밀리,,,,,,MP0000000570,박희순,주연,광대들: 풍문조작단,봉오동 전투,썬키스 패밀리,히치하이크,점박이 한반도의 공룡 2: 새로운 낙원,마녀,머니백,1987,남한산성,브이아이피,,,,,,,,,,,,MP0000002343,황우슬혜,주연,히트맨,썬키스 패밀리,레슬러,,,,,,,,,,,,,,,,,,,MP0000041429,진경,주연,지푸라기라도 잡고 싶은 짐승들,썬키스 패밀리,목격자,레슬러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,33.0,17.0,758.0,2.2,,,,"발칙하고 골때리고 뻔하지 않은 이 가족의 로맨스!
온 세상에 울리는 사랑의 소리 ‘삐그덕 쿵’!
Chapter1. 예상 밖의 삐그덕
 결혼 20년 차에도 식을 줄 모르는 사랑을 나누는 뜨거운 부부 준호(박희순)와 유미(진경), 그러나 이들의 두 자녀
아들 철원(장성범)과 딸 경주(윤보라)는 성인이 되었지만 뜻밖의 신체적 문제로 사랑을 하는 것이 세상 어렵다.
Chapter2. 삐그덕 쿵이 멈췄다!
늦둥이 막내딸 진해(이고은)에게는 매일 밤 부모의 침실에서 들려오는 소리 ‘삐그덕 쿵’이 ‘가족의 행복전선 이상무’를 알리는 신호였다.
그러던 어느 날, 옆집에 아빠의 친구라는 예쁜 아줌마 미희(황우슬혜)가 이사를 오고 엄마의 불 같은 오해(!)가 시작되는데. 그날 밤부터 ‘삐그덕 쿵’ 소리가 멈추고 가족의 행복발전소 가동이 멈췄다!
매일 사랑하고 영원히 사랑하고 싶었던 ‘로맨틱 가족’에게 닥친 최대의 위기!
가족의 행복을 찾기 위한 막내딸 진해의 대단한 작전이 시작된다!",,,,,,,,,,,
MM1000181337,아틱,영화 아틱,,,,,ARCTIC,20190327.0,6563.0,20190411.0,12세 관람가,N,아이슬란드,,,,,드라마,가족,,,,,,,,삼백상회 ,,,MP1000005881,조 페나,감독(연출),아틱,,,,,,MP0000002976,매즈 미켈슨,주연,"고흐, 영원의 문에서",아틱,,,,,,,,,,,,,,,,,,,,MP1000005883,마리아 델마 스마라도티르,주연,아틱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,894.0,120.0,3526.0,3.45,5.0,7.0,6.75,"비행기 추락 사고 이후, 북극에 조난된 ‘오버가드(매즈 미켈슨)’는 언젠가는 구조될 날이 올 것을 믿고 기다린다.
그는 매일 정해진 시간에 무전을 치고, 북극의 지형을 조사하고, 송어를 잡고, 죽은 동료의 무덤에 가서 인사를 한다.
그러던 어느 날, 추락한 헬기 속 생존자를 발견한다.
심각한 부상으로 인해 이대로 구조를 기다릴 수는 없고, 자칫 이동하면 함께 위험해질 수 있는 상황.
하지만 홀로 지내면서 잊고 있었던 생명의 온기.
그녀를 살리기 위해, 지도 한 장에 의지한 채 임시 기지를 찾아가기로 결심한다.
삶과 죽음의 경계 속 선택의 순간... 살리기 위해 살아야 한다!",“죽지 못해 산다”는 사람들에게,"미켈슨의 얼굴, 아름답다",생존과 손잡으려는 투쟁의 숭고함,"집요하고 처절하고 강렬한 육체의 일기, 몸의 영화",,,,,,,
MM1000189071,어스,영화 어스,,,,,Us,20190327.0,936431.0,20190424.0,15세 관람가,N,미국,,,,,스릴러,공포(호러),,,,,,,,유니버설픽쳐스인터내셔널 코리아(유),,,MP0000153846,조던 필,감독(연출),토이 스토리 4,어스,겟 아웃,,,,MP0000004399,엘리자베스 모스,주연,인비저블맨,어스,미스터 스마일,갈매기,더 스퀘어,,,,,,,,,,,,,,,,,MP0000143158,루피타 뇽,주연,스타워즈: 라이즈 오브 스카이워커,어스,블랙 팬서,스타워즈: 라스트 제다이,,,,,,,,,,,,,,,,,,MP0000164876,윈스턴 듀크,주연,어스,어벤져스: 인피니티 워,블랙 팬서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,2009.0,586.0,69183.0,3.34,9.0,6.33,7.17,"로튼토마토 100% 전세계 만장일치 호평.
전세계를 뒤흔든 <겟 아웃> 조던 필 감독의 영리한 문제작!

우리는 누구인가?

엄마, 아빠, 딸, 아들
그리고 다시
엄마, 아빠, 딸, 아들…",뒤틀린 현실을 가위로 뒤집고 오려내고,벌써 다음 작품이 궁금하다,자아분열 호러로 미국의 일상(환상)을 난도질,전작의 어깨에서 힘을 빼지 못한 과시작,트럼프 시대 미국(US)의 병폐는 우리(Us)에게서 기인한다는 자성,트럼프 시대의 현실 같은 괴담,,,,,
MM1000199214,장난스런 키스,영화 장난스런 키스,장난스런 키스,,,,Fall in Love at First Kiss,20190327.0,172941.0,20190429.0,12세 관람가,N,대만,,,,,드라마,멜로/로맨스,,,,,,,,오드 , 씨나몬(주)홈초이스 ,,MP0000166764,프랭키 첸,감독(연출),장난스런 키스,,,,,,MP0000152904,왕대륙,주연,장난스런 키스,28세 미성년,영웅본색 4,청춘로드,,,,,,,,,,,,,,,,,,MP0000156271,임윤,주연,장난스런 키스,미인어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,8274.0,313.0,36825.0,3.58,4.0,10.0,4.33,"내가 좋아하는 사람이 날 좋아할 확률은 얼마나 될까?
A반 남신 ‘장즈수’와 처음 본 순간 KISS한 F반 ‘위안샹친’!
수학처럼 안 풀려도 절대 포기할 수 없는 확률 0% 멀고도 용감한 짝사랑 일대기
장난 아니게 설레는 로코의 새로운 흥행 공식","뒤집어 생각하면, 소름 끼칠걸","만화에서나 허용 가능한 것을 영화로 구현하는 뻔뻔함, 그 마력",벌꿀로 버무린 대륙반점 볶음밥,,,,,,,,
MM1000181750,콜레트,영화 콜레트,,,,,COLETTE,20190327.0,22342.0,20190411.0,15세 관람가,N,미국,영국,헝가리,,,드라마,가족,,,,,,,,(주)NEW , (주)팬 엔터테인먼트 ,,MP0000085028,워시 웨스트모어랜드,감독(연출),콜레트,,,,,,MP0000001309,키이라 나이틀리,주연,미스비헤이비어,오피셜 시크릿,콜레트,호두까기 인형과 4개의 왕국,캐리비안의 해적: 죽은 자는 말이 없다,,,,,,,,,,,,,,,,,MP0000001724,도미닉 웨스트,주연,콜레트,더 스퀘어,런던 프라이드,지니어스,,,,,,,,,,,,,,,,,,MP1000005899,데니스 고프,조연,콜레트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,357.0,14.0,6095.0,3.61,3.0,,6.0,"프랑스 생 소뵈르 작은 마을의 소녀 콜레트
바람둥이 소설 편집자 윌리와 사랑에 빠져 파리에 왔지만 기대만큼 행복하지 않다
파리의 콧대 높은 사교계와 화려하기만 한 물랑루즈에 지쳐갈 무렵 경제적 어려움에 처한 윌리의 부탁으로 자신의 경험을 녹인 소설을 쓰게 된다

콜레트의 소설은 남편의 이름으로 출판되어 베스트셀러에 오르고 급기야 소설 속 주인공 이름을 딴 브랜드까지 런칭, 모든 상품들을 완판시키며 신드롬을 일으킨다
패션, 헤어스타일까지 유행을 이끌며 최고의 인플루언서가 되지만 모든 성공과 명예는 남편 윌리에게 돌아간다
남편 뒤에 숨어있던 콜레트는 용기를 내어 자신의 존재를 드러내기로 결심하는데…

더 이상 사랑을 위해 희생하지 않고, 남들의 시선을 위해 치장하지 않기로 결심한 콜레트!
그녀가 이제, 진짜 세상으로 당당히 걸어 나온다!",리액션 보는 재미+받아치는 대사 듣는 재미,"모던의 시간, 모던을 뛰어넘은 당신",이름을 되찾는 것의 중요성,,,,,,,,
MM1000183639,루스 베이더 긴즈버그: 나는 반대한다,루스 베이더 긴즈버그 나는 반대한다,루스 베이더 긴즈버그: 나는 반대한다,루스 베이더 긴즈버그,,,RBG,20190328.0,3860.0,20190416.0,전체 관람가,N,미국,,,,,드라마,다큐멘터리,,,,,,,,영화사 진진 ,,,MP1000006013,벳시 웨스트,감독(연출),루스 베이더 긴즈버그: 나는 반대한다,,,,,,MP1000006015,루스 베이더 긴즈버그,주연,루스 베이더 긴즈버그: 나는 반대한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,43.0,0.0,4204.0,4.23,2.0,,6.0,"살아있는 영웅, 평등을 위해 싸운 챔피언, 세상을 뒤집은 위대한 대법관 루스 베이더 긴즈버그.
60살에 미연방 대법관이 된 루스 베이더 긴즈버그.
하버드 로스쿨에서부터 모두가 인정하는 뛰어난 재원이었지만 그녀의 삶은 차별에 맞선 일대기였다.
법을 통해 불평등한 세상을 반대로 바꾸며 시대의 아이콘이 된 그녀의 감동 스토리가 시작된다.",임은정 검사 그리고 사법개혁,제때 찾아온 긴즈버그 보고서. 선명한 용기를 준다,,,,,,,,,
MM1000170781,심장소리,영화 심장소리,,,,,Pulse,20190328.0,,20190328.0,19세 관람가,N,호주,,,,,드라마,판타지,SF,,,,,,,(유)영화사 화수분,,,MP1000005434,스티비 크루즈-마틴,감독(연출),심장소리,,,,,,MP1000005435,다니엘 몽크스,주연,심장소리,,,,,,,,,,,,,,,,,,,,,MP1000005436,시안 유어스,주연,심장소리,,,,,,,,,,,,,,,,,,,,,MP1000005437,리 얀코스키,주연,심장소리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,9.0,1.0,108.0,3.13,,,,"게이인 올리는 자유롭게 몸을 움직이기 어려운 장애가 있다.
그는 가장 친한 남녀 친구가 서로 사랑에 빠지자 크게 상심한다.
올리는 자신이 여성의 몸으로 변화하여야 사랑을 받을 수 있다고 생각하고, 척추 수술을 받기 위해 입원하며 성전환 수술도 함께하게 되는데...
이 영화는 ‘우리의 몸이 얼마나 우리 자신을 결정할 수 있는지’, ‘사랑을 위해 타협하는 것과 사랑받기 위해 자신을 바꾸는 것의 경계가 어디인가?’ 하는 상징적인 질문을 던진다.
이것은 소수자들, 동시에 우리 모두를 위한 영화이다. 또한 그들의 몸, 외모, 성적 욕망 그리고 본질적으로 그들 자신들과 싸워본 사람들을 위한 영화이기도 하다.",,,,,,,,,,,
