,Title,keyword,OpenDate,date_from,date_to,blog_result,blog_result_01,blog_result_02
344,롱 샷,롱 샷,2019-07-24,20190624,20190922,0,9552.0,947.0
345,명탐정 코난: 감청의 권,명탐정 코난 감청의 권,2019-07-24,20190624,20190922,0,1001.0,609.0
346,굿바이 썸머,굿바이 썸머,2019-07-25,20190625,20190923,0,690.0,578.0
347,그녀들을 도와줘,그녀들을 도와줘,2019-07-25,20190625,20190923,0,5402.0,125.0
348,돈 워리,돈 워리,2019-07-25,20190625,20190923,0,1834.0,1820.0
349,레드슈즈,레드슈즈,2019-07-25,20190625,20190923,0,2727.0,2686.0
350,매니페스토,영화 매니페스토,2019-07-25,20190625,20190923,0,94.0,10.0
351,무간도 외전,무간도 외전,2019-07-25,20190625,20190923,0,29.0,19.0
352,주전장,주전장,2019-07-25,20190625,20190923,0,1374.0,1360.0
353,지구 최후의 밤,지구 최후의 밤,2019-07-25,20190625,20190923,0,1190.0,254.0
354,캘리포니아 타이프라이터,캘리포니아 타이프라이터,2019-07-25,20190625,20190923,0,54.0,52.0
355,쿵푸몬스터: 무림괴수전,쿵푸몬스터 무림괴수전,2019-07-25,20190625,20190923,0,25.0,25.0
356,파리 에듀케이션,파리 에듀케이션,2019-07-25,20190625,20190923,0,69.0,40.0
357,데드 돈 다이,데드 돈 다이,2019-07-31,20190701,20190929,0,546.0,455.0
358,마이펫의 이중생활 2,마이펫의 이중생활2,2019-07-31,20190701,20190929,0,2517.0,2224.0
359,사자,영화 사자,2019-07-31,20190701,20190929,0,16197.0,2977.0
360,엑시트,영화 엑시트,2019-07-31,20190701,20190929,0,17365.0,6638.0
361,누구나 아는 비밀,누구나 아는 비밀,2019-08-01,20190702,20190930,0,6307.0,519.0
362,동경,영화 동경,2019-08-01,20190702,20190930,0,4897.0,16.0
363,알랭 뒤카스: 위대한 여정,알랭 뒤카스 위대한 여정,2019-08-01,20190702,20190930,0,149.0,143.0
364,워파이터,영화 워파이터,2019-08-01,20190702,20190930,0,78.0,2.0
365,도신 외전,도신 외전,2019-08-05,20190706,20191004,0,25.0,17.0
366,봉오동 전투,봉오동 전투,2019-08-07,20190708,20191006,0,12220.0,11140.0
367,앵그리 버드 2: 독수리 왕국의 침공,영화 앵그리버드 2,2019-08-07,20190708,20191006,0,749.0,70.0
368,캐리tv 러브콘서트 더 무비,캐리tv 러브콘서트 더 무비,2019-08-07,20190708,20191006,0,237.0,111.0
369,김복동,영화 김복동,2019-08-08,20190709,20191007,0,1857.0,1078.0
370,나는 예수님이 싫다,나는 예수님이 싫다,2019-08-08,20190709,20191007,0,609.0,137.0
371,앨리스 죽이기,앨리스 죽이기,2019-08-08,20190709,20191007,0,315.0,248.0
372,호크니,영화 호크니,2019-08-08,20190709,20191007,0,962.0,159.0
373,쥬,영화 쥬 2018,2019-08-13,20190714,20191012,0,76.0,0.0
374,더 바이 바이 맨,더 바이 바이 맨,2019-08-14,20190715,20191013,0,378.0,29.0
375,분노의 질주: 홉스&쇼,분노의 질주 홉스&쇼,2019-08-14,20190715,20191013,0,4497.0,2429.0
376,"안녕, 티라노: 영원히, 함께",안녕 티라노,2019-08-14,20190715,20191013,0,1594.0,624.0
377,원더랜드,영화 원더랜드,2019-08-14,20190715,20191013,0,630.0,129.0
378,인면어: 저주의 시작,인면어 저주의 시작,2019-08-14,20190715,20191013,0,103.0,86.0
379,투모로우 2019: 지구 대 빙하기,투모로우 2019,2019-08-14,20190715,20191013,0,789.0,13.0
380,밤의 문이 열린다,밤의 문이 열린다,2019-08-15,20190716,20191014,0,1875.0,289.0
381,사랑의 선물,영화 사랑의 선물,2019-08-15,20190716,20191014,0,184.0,78.0
382,수상한 교수,수상한 교수,2019-08-15,20190716,20191014,0,14618.0,280.0
383,암전,영화 암전,2019-08-15,20190716,20191014,0,1052.0,335.0
384,이타미 준의 바다,이타미 준의 바다,2019-08-15,20190716,20191014,0,729.0,596.0
385,지구 공룡 대탐험,지구 공룡 대탐험,2019-08-15,20190716,20191014,0,142.0,133.0
386,딥 스페이스: 외계접촉,딥스페이스 외계접촉,2019-08-16,20190717,20191015,0,4.0,4.0
387,메시지 맨,메시지 맨,2019-08-19,20190720,20191018,0,6549.0,5.0
388,광대들: 풍문조작단,광대들 풍문조작단,2019-08-21,20190722,20191020,0,1292.0,1092.0
389,룩 어웨이,룩 어웨이,2019-08-21,20190722,20191020,0,234.0,132.0
390,변신,영화 변신,2019-08-21,20190722,20191020,0,14705.0,1749.0
391,블루스 인 인디아,블루스 인 인디아,2019-08-21,20190722,20191020,0,38.0,30.0
392,감염: 지구 최후의 날,감염 지구 최후의 날,2019-08-22,20190723,20191021,0,2.0,2.0
393,나만 없어 고양이,나만 없어 고양이,2019-08-22,20190723,20191021,0,2379.0,333.0
394,당나귀 공주,당나귀 공주,2019-08-22,20190723,20191021,0,329.0,46.0
395,도심속의 방,도심속의 방,2019-08-22,20190723,20191021,0,2481.0,6.0
396,디터 람스,영화 디터람스,2019-08-22,20190723,20191021,0,198.0,54.0
397,라라와 움직이는 비밀의 숲,라라와 움직이는 비밀의 숲,2019-08-22,20190723,20191021,0,75.0,70.0
398,로슈포르의 숙녀들,로슈포르의 숙녀들,2019-08-22,20190723,20191021,0,58.0,55.0
399,롤라,영화 롤라 2019,2019-08-22,20190723,20191021,0,121.0,0.0
400,애프터,영화 애프터,2019-08-22,20190723,20191021,0,2307.0,284.0
401,우리집,영화 우리집,2019-08-22,20190723,20191021,0,22064.0,516.0
402,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,2019-08-22,20190723,20191021,0,401.0,131.0
403,커런트 워,커런트 워,2019-08-22,20190723,20191021,0,1350.0,1004.0
404,건달티처,건달티처,2019-08-26,20190727,20191025,0,25.0,24.0
405,47미터 2,47미터 2,2019-08-28,20190729,20191027,0,1420.0,1185.0
406,동키 킹,동키 킹,2019-08-28,20190729,20191027,0,114.0,81.0
407,블라인드 멜로디,블라인드 멜로디,2019-08-28,20190729,20191027,0,633.0,439.0
408,안나,영화 안나,2019-08-28,20190729,20191027,0,4769.0,462.0
409,유열의 음악앨범,유열의 음악앨범,2019-08-28,20190729,20191027,0,6191.0,6116.0
410,인비저블 위트니스,인비저블 위트니스,2019-08-28,20190729,20191027,0,73.0,65.0
411,벌새,영화 벌새,2019-08-29,20190730,20191028,0,3344.0,1297.0
412,불빛 아래서,영화 불빛 아래서,2019-08-29,20190730,20191028,0,2441.0,21.0
413,후로티로봇 극장판,후로티로봇 극장판,2019-08-29,20190730,20191028,0,65.0,61.0
414,갈까부다,영화 갈까부다,2019-09-01,20190802,20191031,0,29.0,6.0
415,고봉수 감독 단편선,고봉수 감독 단편선,2019-09-01,20190802,20191031,0,10.0,8.0
416,9월의 사랑과 만날때까지,9월의 사랑과 만날때까지,2019-09-04,20190805,20191103,0,64.0,11.0
417,그것: 두 번째 이야기,그것 두 번째 이야기,2019-09-04,20190805,20191103,0,2308.0,1219.0
418,극장판 헬로카봇 : 달나라를 구해줘!,극장판 헬로카봇 달나라를 구해줘,2019-09-04,20190805,20191103,0,1196.0,616.0
419,틴 스피릿,틴 스피릿,2019-09-04,20190805,20191103,0,358.0,352.0
420,갱스터 파라다이스,영화 갱스터 파라다이스,2019-09-05,20190806,20191104,0,11.0,1.0
421,"동물, 원","영화 동물, 원",2019-09-05,20190806,20191104,0,3473.0,81.0
422,사이코패스,영화 사이코패스,2019-09-05,20190806,20191104,0,1413.0,3.0
423,아빠는 딸,영화 아빠는 딸,2019-09-05,20190806,20191104,0,1900.0,8.0
424,안녕 베일리,안녕 베일리,2019-09-05,20190806,20191104,0,1866.0,769.0
425,오만,오만,2019-09-05,20190806,20191104,0,40394.0,40383.0
426,폭설,영화 폭설,2019-09-05,20190806,20191104,0,478.0,28.0
427,침입자들,영화 침입자들,2019-09-10,20190811,20191109,0,97.0,9.0
428,극장판 반지의 비밀일기,극장판 반지의 비밀일기,2019-09-11,20190812,20191110,0,256.0,200.0
429,나쁜 녀석들: 더 무비,나쁜 녀석들 더 무비,2019-09-11,20190812,20191110,0,3692.0,1799.0
430,오토의 클래식 음악여행,오토의 클래식 음악여행,2019-09-11,20190812,20191110,0,2.0,2.0
431,지구 침공의 날 2019,지구 침공의 날 2019,2019-09-11,20190812,20191110,0,11.0,3.0
432,타짜: 원 아이드 잭,타짜 원 아이드 잭,2019-09-11,20190812,20191110,0,3748.0,2290.0
433,플레이모빌: 더 무비,플레이모빌 더 무비,2019-09-11,20190812,20191110,0,285.0,228.0
434,"힘을 내요, 미스터 리",힘을 내요 미스터 리,2019-09-11,20190812,20191110,0,3128.0,1706.0
435,100일동안 100가지로 100퍼센트 행복찾기,100일동안 100가지로 100퍼센트 행복찾기,2019-09-12,20190813,20191111,0,436.0,397.0
436,파라노말 액티비티 2019,파라노말 액티비티 2019,2019-09-17,20190818,20191116,0,20.0,1.0
437,예스터데이,영화 예스터데이,2019-09-18,20190819,20191117,0,1955.0,805.0
438,디스트로이어,디스트로이어,2019-09-19,20190820,20191118,0,890.0,883.0
439,발명왕 볼트,발명왕 볼트,2019-09-19,20190820,20191118,0,109.0,97.0
440,뷰티풀 보이,뷰티풀 보이,2019-09-19,20190820,20191118,0,507.0,497.0
441,비뚤어진 집,비뚤어진 집,2019-09-19,20190820,20191118,0,292.0,291.0
442,애드 아스트라,애드 아스트라,2019-09-19,20190820,20191118,0,2707.0,2630.0
443,언더 더 실버레이크,언더 더 실버레이크,2019-09-19,20190820,20191118,0,201.0,161.0
444,더 룸,영화 더 룸,2019-09-25,20190826,20191124,0,18627.0,181.0
445,레플리카,영화 레플리카,2019-09-25,20190826,20191124,0,619.0,196.0
446,미드 90,미드 90,2019-09-25,20190826,20191124,0,2954.0,574.0
447,앳 퍼스트 라이트,앳 퍼스트 라이트,2019-09-25,20190826,20191124,0,47.0,40.0
448,양자물리학,영화 양자물리학,2019-09-25,20190826,20191124,0,2020.0,734.0
449,원스 어폰 어 타임... 인 할리우드,원스 어폰 어 타임 인 할리우드,2019-09-25,20190826,20191124,0,2219.0,2064.0
450,장사리: 잊혀진 영웅들,장사리 잊혀진 영웅들,2019-09-25,20190826,20191124,0,2052.0,1885.0
451,CIA 데빌헌터,CIA 데빌헌터,2019-09-26,20190827,20191125,0,8.0,7.0
452,마왕의 딸 이리샤,마왕의 딸 이리샤,2019-09-26,20190827,20191125,0,255.0,211.0
453,메기,영화 메기,2019-09-26,20190827,20191125,0,1954.0,528.0
454,슈퍼 햄찌,슈퍼 햄찌,2019-09-26,20190827,20191125,0,118.0,76.0
455,스페셜 솔져,스페셜 솔져,2019-09-26,20190827,20191125,0,57.0,27.0
456,아워 바디,아워 바디,2019-09-26,20190827,20191125,0,1502.0,589.0
457,애월,영화 애월,2019-09-26,20190827,20191125,0,1059.0,38.0
458,와인스타인,와인스타인,2019-09-26,20190827,20191125,0,280.0,277.0
459,체인지 오버,체인지 오버,2019-09-26,20190827,20191125,0,1077.0,107.0
460,헬로우 평양,헬로우 평양,2019-09-26,20190827,20191125,0,60.0,52.0
461,가장 보통의 연애,가장 보통의 연애,2019-10-02,20190902,20191201,0,8093.0,6048.0
462,소피와 드래곤: 마법책의 비밀,소피와 드래곤 마법책의 비밀,2019-10-02,20190902,20191201,0,176.0,160.0
463,조커,영화 조커,2019-10-02,20190902,20191201,0,21610.0,7785.0
464,테러 라이브: 싸이코패스,테러 라이브 싸이코패스,2019-10-02,20190902,20191201,0,7.0,0.0
465,퍼펙트맨,퍼펙트맨,2019-10-02,20190902,20191201,0,2829.0,2784.0
466,홍금보의 라이프타임 트레저,홍금보의 라이프타임 트레저,2019-10-02,20190902,20191201,0,25.0,25.0
467,계절과 계절 사이,계절과 계절 사이,2019-10-03,20190903,20191202,0,243.0,240.0
468,나의 노래는 멀리멀리,나의 노래는 멀리멀리,2019-10-03,20190903,20191202,0,26718.0,173.0
469,몬스터 하우스,몬스터 하우스 2019,2019-10-03,20190903,20191202,0,63.0,4.0
470,미드소마,미드소마,2019-10-03,20190903,20191202,0,640.0,636.0
471,오션스: 문어구출대작전,오션스 문어구출대작전,2019-10-03,20190903,20191202,0,61.0,57.0
472,트루 시크릿,트루 시크릿,2019-10-03,20190903,20191202,0,324.0,214.0
473,우주전쟁 2019,우주전쟁 2019,2019-10-04,20190904,20191203,0,104.0,0.0
474,적인걸 5: 측천무후 지유명도,적인걸 5 측천무후 지유명도,2019-10-08,20190908,20191207,0,16.0,14.0
475,디어 마이 프렌드,디어 마이 프렌드,2019-10-09,20190909,20191208,0,222.0,218.0
476,수상한 이웃,수상한 이웃,2019-10-09,20190909,20191208,0,273.0,261.0
477,잃어버린 세계를 찾아서,잃어버린 세계를 찾아서,2019-10-09,20190909,20191208,0,275.0,272.0
478,제미니 맨,제미니 맨,2019-10-09,20190909,20191208,0,1618.0,1179.0
479,쿵푸 보이,쿵푸 보이,2019-10-09,20190909,20191208,0,248.0,117.0
480,판소리 복서,판소리 복서,2019-10-09,20190909,20191208,0,692.0,661.0
481,여배우들의 티타임,여배우들의 티타임,2019-10-10,20190910,20191209,0,108.0,96.0
482,여수 밤바다,영화 여수 밤바다,2019-10-10,20190910,20191209,0,314.0,13.0
483,열두 번째 용의자,열두 번째 용의자,2019-10-10,20190910,20191209,0,295.0,285.0
484,헤드헌터,영화 헤드헌터,2019-10-10,20190910,20191209,0,84.0,9.0
485,첫잔처럼,첫잔처럼,2019-10-11,20190911,20191210,0,42320.0,85.0
486,너를 만난 여름,너를 만난 여름,2019-10-16,20190916,20191215,0,1559.0,523.0
487,버티고,영화 버티고,2019-10-16,20190916,20191215,0,3352.0,291.0
488,어벤져스 오브 저스티스,어벤져스 오브 저스티스,2019-10-16,20190916,20191215,0,68.0,1.0
489,콘택트: 지구 최후의 날,콘택트 지구 최후의 날,2019-10-16,20190916,20191215,0,4.0,3.0
490,고골: 악령과의 전쟁,고골 악령과의 전쟁,2019-10-17,20190917,20191216,0,20.0,16.0
491,꼬마 자전거 스피디,꼬마 자전거 스피디,2019-10-17,20190917,20191216,0,81.0,77.0
492,두번할까요,두번할까요,2019-10-17,20190917,20191216,0,27857.0,940.0
493,리메모리-기억추출,리메모리 기억추출,2019-10-17,20190917,20191216,0,26.0,25.0
494,말레피센트 2,말레피센트 2,2019-10-17,20190917,20191216,0,5178.0,3894.0
495,북간도의 십자가,북간도의 십자가,2019-10-17,20190917,20191216,0,147.0,114.0
496,신문기자,영화 신문기자,2019-10-17,20190917,20191216,0,243.0,203.0
497,오늘도 위위,오늘도 위위,2019-10-17,20190917,20191216,0,225.0,106.0
498,와일드 로즈,영화 와일드 로즈,2019-10-17,20190917,20191216,0,352.0,160.0
499,재혼의 기술,재혼의 기술,2019-10-17,20190917,20191216,0,825.0,157.0
500,카르텔 2045,카르텔 2045,2019-10-17,20190917,20191216,0,2.0,2.0
501,당문,영화 당문,2019-10-21,20190921,20191220,0,24.0,4.0
502,82년생 김지영,82년생 김지영,2019-10-23,20190923,20191222,0,21604.0,21093.0
503,람보: 라스트 워,람보 라스트워,2019-10-23,20190923,20191222,0,682.0,625.0
504,빅트립: 아기팬더 배달 대모험,빅트립,2019-10-23,20190923,20191222,0,253.0,250.0
505,체크 히어로,체크 히어로,2019-10-23,20190923,20191222,0,2712.0,122.0
506,경계선,영화 경계선,2019-10-24,20190924,20191223,0,1791.0,210.0
507,그 옛날 집,영화 그 옛날 집,2019-10-24,20190924,20191223,0,149.0,0.0
508,버스데이 원더랜드,버스데이 원더랜드,2019-10-24,20190924,20191223,0,67.0,52.0
509,스노우 화이트,스노우 화이트,2019-10-24,20190924,20191223,0,3651.0,3635.0
510,시크릿 슈퍼스타,시크릿 슈퍼스타,2019-10-24,20190924,20191223,0,324.0,233.0
511,워 이베이젼,워 이베이젼,2019-10-24,20190924,20191223,0,3.0,3.0
512,퍼펙트 스트레인저,퍼펙트 스트레인저,2019-10-24,20190924,20191223,0,126.0,124.0
513,날씨의 아이,날씨의 아이,2019-10-30,20190930,20191229,0,298492.0,4450.0
514,니나 내나,영화 니나 내나,2019-10-30,20190930,20191229,0,307.0,84.0
515,빅 2: 황금열쇠 대소동,빅 2 황금열쇠 대소동,2019-10-30,20190930,20191229,0,177.0,93.0
516,빅 위시,빅 위시,2019-10-30,20190930,20191229,0,751.0,122.0
517,사선의 끝,사선의 끝,2019-10-30,20190930,20191229,0,4597.0,35.0
518,엔젤 오브 마인,엔젤 오브 마인,2019-10-30,20190930,20191229,0,225.0,206.0
519,쿠엔틴 타란티노 8,영화 쿠엔틴 타란티노,2019-10-30,20190930,20191229,0,1404.0,49.0
520,터미네이터: 다크 페이트,터미네이터 다크페이트,2019-10-30,20190930,20191229,0,4838.0,4445.0
521,프렌드 존,프렌드 존,2019-10-30,20190930,20191229,0,771.0,268.0
522,하이 라이프,영화 하이 라이프,2019-10-30,20190930,20191229,0,157.0,39.0
523,"오늘, 우리",영화 오늘 우리,2019-10-31,20191001,20191230,0,1948.0,22.0
524,우먼 인 할리우드,우먼 인 할리우드,2019-10-31,20191001,20191230,0,447.0,322.0
525,웰컴 투 스웨덴,웰컴 투 스웨덴,2019-10-31,20191001,20191230,0,28.0,3.0
526,텔 잇 투 더 비즈,텔 잇 투 더 비즈,2019-10-31,20191001,20191230,0,76.0,67.0
527,가족이 되기까지,영화 가족이 되기까지,2019-11-01,20191002,20191231,0,11860.0,9.0
528,레드 사이렌,영화 레드 사이렌,2019-11-01,20191002,20191231,0,78.0,2.0
529,아직 지나지 않은 여름,아직 지나지 않은 여름,2019-11-01,20191002,20191231,0,1532.0,9.0
530,닥터 슬립,닥터 슬립,2019-11-07,20191008,20200106,0,1033.0,1025.0
531,더 빌리지,영화 더 빌리지,2019-11-07,20191008,20200106,0,100.0,28.0
532,몬스터,중국 영화 몬스터,2019-11-07,20191008,20200106,0,445.0,1.0
533,신의 한 수: 귀수편,신의 한 수 귀수편,2019-11-07,20191008,20200106,0,3250.0,1073.0
534,열여섯의 봄,열여섯의 봄,2019-11-07,20191008,20200106,0,482.0,96.0
535,왓 데이 해드,왓 데이 해드,2019-11-07,20191008,20200106,0,204.0,172.0
536,졸업,영화 졸업 2018,2019-11-07,20191008,20200106,0,8.0,0.0
537,캔 유 킵 어 시크릿?,캔 유 킵 어 시크릿,2019-11-07,20191008,20200106,0,254.0,181.0
538,타이페이 스토리,타이페이 스토리,2019-11-07,20191008,20200106,0,915.0,191.0
539,패트와 매트: 우당탕탕 크리스마스,패트와 매트 우당탕탕 크리스마스,2019-11-07,20191008,20200106,0,169.0,156.0
540,드레드아웃,영화 드레드 아웃,2019-11-12,20191013,20200111,0,27.0,4.0
541,블랙 머니,블랙 머니,2019-11-13,20191014,20200112,0,5973.0,5905.0
542,어쩌다 룸 메이트,어쩌다 룸메이트,2019-11-13,20191014,20200112,0,421.0,235.0
543,엔젤 해즈 폴른,엔젤 해즈 폴른,2019-11-13,20191014,20200112,0,865.0,835.0
544,좀비랜드: 더블 탭,좀비랜드 더블 탭,2019-11-13,20191014,20200112,0,956.0,868.0
545,귀권,영화 귀권,2019-11-14,20191015,20200113,0,12.0,4.0
546,늑대의 아이들,늑대의 아이들,2019-11-14,20191015,20200113,0,4379.0,60.0
547,대통령의 7시간,대통령의 7시간,2019-11-14,20191015,20200113,0,1221.0,356.0
548,더 컨덕터,더 컨덕터,2019-11-14,20191015,20200113,0,439.0,209.0
549,마법안개의 비밀: 황금 보물선을 찾아라,마법 안개의 비밀,2019-11-14,20191015,20200113,0,481.0,12.0
550,삽질,영화 삽질,2019-11-14,20191015,20200113,0,1097.0,308.0
551,심판,영화 심판,2019-11-14,20191015,20200113,0,6177.0,109.0
552,영하의 바람,영하의 바람,2019-11-14,20191015,20200113,0,11513.0,270.0
553,울프 특공대,울프 특공대,2019-11-14,20191015,20200113,0,21.0,6.0
554,윤희에게,윤희에게,2019-11-14,20191015,20200113,0,4527.0,3091.0
555,카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전,카메라를 멈추면 안돼 스핀오프 할리우드 대작전,2019-11-14,20191015,20200113,0,80.0,8.0
556,캡티브 스테이트,캡티브 스테이트,2019-11-14,20191015,20200113,0,115.0,112.0
557,헬로 몽키,헬로 몽키,2019-11-14,20191015,20200113,0,119.0,76.0
558,알카트라즈: 죽음의 수용소,알카트라즈 죽음의 수용소,2019-11-15,20191016,20200114,0,1.0,1.0
559,겨울왕국 2,겨울왕국 2,2019-11-21,20191022,20200120,0,75550.0,46542.0
560,시빌,영화 시빌,2019-11-21,20191022,20200120,0,1069.0,65.0
561,아빠는 예쁘다,아빠는 예쁘다,2019-11-21,20191022,20200120,0,1686.0,70.0
562,어제 일은 모두 괜찮아,어제 일은 모두 괜찮아,2019-11-21,20191022,20200120,0,396.0,187.0
563,얼굴없는 보스,얼굴없는 보스,2019-11-21,20191022,20200120,0,3709.0,348.0
564,접전: 갑을 전쟁,접전 갑을 전쟁,2019-11-21,20191022,20200120,0,58.0,54.0
565,코끼리는 그곳에 있어,코끼리는 그곳에 있어,2019-11-21,20191022,20200120,0,532.0,156.0
566,크리미널: 해튼가든,크리미널 해튼가든,2019-11-21,20191022,20200120,0,26.0,26.0
567,프란치스코 교황: 맨 오브 히스 워드,프란치스코 교황 맨 오브 히스 워드,2019-11-21,20191022,20200120,0,185.0,156.0
568,헤로니모,영화 헤로니모,2019-11-21,20191022,20200120,0,194.0,84.0
569,해킹 헌터: 마인드 컨트롤,해킹 헌터 마인드 컨트롤,2019-11-22,20191023,20200121,0,3.0,3.0
570,나를 찾아줘,나를 찾아줘,2019-11-27,20191028,20200126,0,3388.0,3328.0
571,러브 앳,러브 앳,2019-11-27,20191028,20200126,0,950.0,482.0
572,오피셜 시크릿,오피셜 시크릿,2019-11-27,20191028,20200126,0,275.0,233.0
573,카센타,영화 카센타,2019-11-27,20191028,20200126,0,493.0,146.0
574,크롤,영화 크롤,2019-11-27,20191028,20200126,0,827.0,263.0
575,허슬러,영화 허슬러,2019-11-27,20191028,20200126,0,745.0,262.0
576,녹차의 중력,녹차의 중력,2019-11-28,20191029,20200127,0,170.0,84.0
577,대가리2:학교무림,대가리2 학교무림,2019-11-28,20191029,20200127,0,8.0,8.0
578,분노는 말이 없다,분노는 말이 없다,2019-11-28,20191029,20200127,0,23674.0,20.0
579,삼촌,영화 삼촌,2019-11-28,20191029,20200127,0,4454.0,29.0
580,수퍼 디스코,수퍼 디스코,2019-11-28,20191029,20200127,0,94.0,65.0
581,앵커,영화 앵커,2019-11-28,20191029,20200127,0,1533.0,40.0
582,어메이징 그레이스,영화 어메이징 그레이스,2019-11-28,20191029,20200127,0,162.0,38.0
583,우리를 갈라놓는 것들,우리를 갈라놓는 것들,2019-11-28,20191029,20200127,0,300.0,158.0
584,집 이야기,영화 집 이야기,2019-11-28,20191029,20200127,0,391.0,63.0
585,행동하는 양심 김대중,행동하는 양심 김대중,2019-11-28,20191029,20200127,0,205.0,109.0
586,싸움의 기술,싸움의 기술 2019,2019-11-29,20191030,20200128,0,49.0,7.0
587,포레스트 헌터스 워,포레스트 헌터스 워,2019-12-03,20191103,20200201,0,9.0,7.0
588,감쪽같은 그녀,감쪽같은 그녀,2019-12-04,20191104,20200202,0,1616.0,1542.0
589,나이브스 아웃,나이브스 아웃,2019-12-04,20191104,20200202,0,5099.0,4924.0
590,너의 여자친구,너의 여자친구,2019-12-04,20191104,20200202,0,15399.0,229.0
591,아직 사랑하고 있습니까?,아직 사랑하고 있습니까,2019-12-04,20191104,20200202,0,3963.0,98.0
592,굿 라이어,굿 라이어,2019-12-05,20191105,20200203,0,502.0,344.0
593,극장판 타오르지마 버스터-블랙어썰트의 귀환,극장판 타오르지마 버스터,2019-12-05,20191105,20200203,0,150.0,117.0
594,라스트 크리스마스,영화 라스트 크리스마스,2019-12-05,20191105,20200203,0,1417.0,392.0
595,어웨이크너: 히어로의 탄생,어웨이크너 히어로의 탄생,2019-12-05,20191105,20200203,0,34.0,33.0
596,파비안느에 관한 진실,파비안느에 관한 진실,2019-12-05,20191105,20200203,0,829.0,784.0
597,1944: 인간병기,1944 인간병기,2019-12-06,20191106,20200204,0,1.0,1.0
598,스튜핏 영 하트,스튜핏 영 하트,2019-12-09,20191109,20200207,0,3.0,1.0
599,매리,영화 매리,2019-12-11,20191111,20200209,0,373.0,66.0
600,아내를 죽였다,아내를 죽였다,2019-12-11,20191111,20200209,0,1692.0,757.0
601,쥬만지: 넥스트 레벨,쥬만지 넥스트 레벨,2019-12-11,20191111,20200209,0,1611.0,1540.0
602,1 더하기 3,1 더하기 3,2019-12-12,20191112,20200210,0,6989.0,13.0
603,10년,영화 10년,2019-12-12,20191112,20200210,0,23544.0,74.0
604,그날은 오리라,영화 그날은 오리라,2019-12-12,20191112,20200210,0,42.0,5.0
605,더 보트,영화 더 보트,2019-12-12,20191112,20200210,0,2464.0,3.0
606,더 하우스,영화 더 하우스,2019-12-12,20191112,20200210,0,198.0,20.0
607,드래곤 빌리지,영화 드래곤 빌리지,2019-12-12,20191112,20200210,0,44.0,5.0
608,디아스포라의 노래: 아리랑로드,디아스포라의 노래 아리랑로드,2019-12-12,20191112,20200210,0,48.0,36.0
609,디에고,영화 디에고,2019-12-12,20191112,20200210,0,495.0,51.0
610,라 파미에,영화 라 파미에,2019-12-12,20191112,20200210,0,58.0,13.0
611,라멘 덕후,영화 라멘 덕후,2019-12-12,20191112,20200210,0,109.0,0.0
612,라스트 씬,영화 라스트 씬,2019-12-12,20191112,20200210,0,187.0,12.0
613,사탄의 인형: 상속 받은 저주,사탄의 인형 상속 받은 저주,2019-12-12,20191112,20200210,0,2.0,2.0
614,산타 앤 컴퍼니,산타 앤 컴퍼니,2019-12-12,20191112,20200210,0,215.0,111.0
615,샐린저,영화 샐린저,2019-12-12,20191112,20200210,0,187.0,33.0
616,속물들,영화 속물들,2019-12-12,20191112,20200210,0,740.0,51.0
617,아스테릭스: 마법 물약의 비밀,아스테릭스 마법 물약의 비밀,2019-12-12,20191112,20200210,0,94.0,81.0
618,영화로운 나날,영화로운 나날,2019-12-12,20191112,20200210,0,5794.0,222.0
619,월성,영화 월성,2019-12-12,20191112,20200210,0,458.0,71.0
620,인투 더 애쉬,인투 더 애쉬,2019-12-12,20191112,20200210,0,37.0,17.0
621,카운트 다운,영화 카운트 다운,2019-12-12,20191112,20200210,0,489.0,10.0
622,깡패들,영화 깡패들,2019-12-13,20191113,20200211,0,3136.0,1.0
623,로빈: 살인자의 유혹,로빈 살인자의 유혹,2019-12-16,20191116,20200214,0,16.0,4.0
624,할머니의 고양이 그리고 522걸음의 여행,할머니의 고양이 그리고 522걸음의 여행,2019-12-17,20191117,20200215,0,150.0,4.0
625,시동,영화 시동,2019-12-18,20191118,20200216,0,10297.0,3385.0
626,"미안해요, 리키",미안해요 리키,2019-12-19,20191119,20200217,0,1045.0,950.0
627,백두산,영화 백두산,2019-12-19,20191119,20200217,0,15279.0,5684.0
628,블루 마이 마인드,블루 마이 마인드,2019-12-19,20191119,20200217,0,23.0,18.0
629,신비아파트 극장판: 하늘도깨비 대 요르문간드,신비아파트 극장판: 하늘도깨비 대 요르문간드,2019-12-19,20191119,20200217,0,1022.0,573.0
630,탈출,영화 탈출,2019-12-19,20191119,20200217,0,16863.0,21.0
631,호흡,영화 호흡,2019-12-19,20191119,20200217,0,11679.0,190.0
632,공포의 묘지: 망자의 저주,공포의 묘지 망자의 저주,2019-12-23,20191123,20200221,0,1.0,0.0
633,눈의 여왕4,눈의 여왕4,2019-12-24,20191124,20200222,0,1385.0,382.0
634,캣츠,영화 캣츠,2019-12-24,20191124,20200222,0,4274.0,1684.0
635,프린스 코기,프린스 코기,2019-12-24,20191124,20200222,0,616.0,582.0
