mv_id|title|like_mean_2|like_sum_2|dislike_mean_2|dislike_sum_2|like_mean_3|like_sum_3|dislike_mean_3|dislike_sum_3|like_sum_total|dislike_sum_total
mv20190815005|이타미 준의 바다|2.593984962406015|345.0|0.7894736842105263|105.0|0.6060606060606061|20.0|0.06060606060606061|2.0|365|107
mv20190815006|지구 공룡 대탐험|2.2266666666666666|167.0|2.16|162.0|0.0|0.0|0.5|1.0|167|163
mv20190816001|딥 스페이스: 외계접촉|||||||||0|0
mv20190819001|메시지 맨|||||||||0|0
mv20190821001|광대들: 풍문조작단|10.191345503718729|15073.0|7.021636240703178|10385.0|1.517509727626459|390.0|0.7198443579766537|185.0|15463|10570
mv20190821002|룩 어웨이|15.72|393.0|4.16|104.0|19.625|157.0|3.5|28.0|550|132
mv20190821003|변신|||||||||0|0
mv20190821004|블루스 인 인디아|3.0|27.0|2.3333333333333335|21.0|2.0|2.0|3.0|3.0|29|24
mv20190822001|감염: 지구 최후의 날|||||||||0|0
mv20190822002|나만 없어 고양이|10.753164556962025|1699.0|5.867088607594937|927.0|3.5714285714285716|25.0|0.8571428571428571|6.0|1724|933
mv20190822003|당나귀 공주|0.25|1.0|0.25|1.0|||||0|0
mv20190822004|도심속의 방|1.3333333333333333|4.0|1.3333333333333333|4.0|||||0|0
mv20190822005|디터 람스|1.6666666666666667|100.0|0.31666666666666665|19.0|0.08695652173913043|2.0|0.0|0.0|102|19
mv20190822006|라라와 움직이는 비밀의 숲|2.9473684210526314|56.0|2.6315789473684212|50.0|||||0|0
mv20190822007|로슈포르의 숙녀들|1.8|9.0|2.8|14.0|1.25|5.0|0.0|0.0|14|14
mv20190822008|롤라|||||||||0|0
mv20190822009|애프터|11.29802513464991|6293.0|3.8922800718132855|2168.0|3.625|174.0|1.875|90.0|6467|2258
mv20190822010|우리집|12.766497461928934|5030.0|9.078680203045685|3577.0|2.0|100.0|1.9|95.0|5130|3672
mv20190822011|청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다|4.169117647058823|567.0|3.9411764705882355|536.0|0.5|2.0|0.0|0.0|569|536
mv20190822012|커런트 워|6.97503671071953|4750.0|3.684287812041116|2509.0|0.5714285714285714|12.0|1.8095238095238095|38.0|4762|2547
mv20190826001|건달티처|2.0526315789473686|195.0|2.0631578947368423|196.0|0.5|3.0|0.6666666666666666|4.0|198|200
mv20190828001|47미터 2|9.12719298245614|14567.0|2.7343358395989976|4364.0|1.1058823529411765|94.0|0.3176470588235294|27.0|14661|4391
mv20190828002|동키 킹|1.631578947368421|31.0|0.8947368421052632|17.0|0.0|0.0|0.0|0.0|31|17
mv20190828003|블라인드 멜로디|3.2577639751552794|1049.0|1.2732919254658386|410.0|0.6|15.0|0.44|11.0|1064|421
mv20190828004|안나|||||||||0|0
mv20190828005|유열의 음악앨범|35.26286221170905|238518.0|26.303814311058545|177919.0|11.5|4462.0|11.087628865979381|4302.0|242980|182221
mv20190828006|인비저블 위트니스|3.25|26.0|1.625|13.0|||||0|0
mv20190829001|벌새|10.037234042553191|11322.0|5.61081560283688|6329.0|1.736842105263158|726.0|0.7057416267942583|295.0|12048|6624
mv20190829002|불빛 아래서|3.3333333333333335|50.0|0.2|3.0|0.0|0.0|0.0|0.0|50|3
mv20190829003|후로티로봇 극장판|1.1538461538461537|15.0|0.5384615384615384|7.0|||||0|0
mv20190901001|갈까부다|4.833333333333333|29.0|2.1666666666666665|13.0|1.0|1.0|1.0|1.0|30|14
mv20190901002|고봉수 감독 단편선|3.5|14.0|0.0|0.0|1.0|1.0|1.0|1.0|15|1
mv20190904001|9월의 사랑과 만날때까지|||||||||0|0
mv20190904002|그것: 두 번째 이야기|9.876112759643917|26626.0|3.97106824925816|10706.0|1.553921568627451|317.0|0.2549019607843137|52.0|26943|10758
mv20190904003|극장판 헬로카봇 : 달나라를 구해줘!|3.6200256739409498|2820.0|1.3825417201540438|1077.0|0.2903225806451613|9.0|0.8709677419354839|27.0|2829|1104
mv20190904004|틴 스피릿|3.661290322580645|227.0|1.7903225806451613|111.0|0.6153846153846154|8.0|0.9230769230769231|12.0|235|123
mv20190905001|갱스터 파라다이스|||||||||0|0
mv20190905002|동물, 원|5.925925925925926|160.0|9.444444444444445|255.0|3.5|14.0|0.0|0.0|174|255
mv20190905003|아빠는 딸|||||||||0|0
mv20190905004|안녕 베일리|9.146825396825397|4610.0|1.9365079365079365|976.0|1.0|64.0|1.09375|70.0|4674|1046
mv20190905005|폭설|||||||||0|0
mv20190910001|침입자들|||||||||0|0
mv20190911001|극장판 반지의 비밀일기|5.094117647058823|433.0|0.8117647058823529|69.0|0.0|0.0|0.0|0.0|433|69
mv20190911002|나쁜 녀석들: 더 무비|6.316521945997383|53103.0|3.7775663137861306|31758.0|0.8696808510638298|654.0|0.8710106382978723|655.0|53757|32413
mv20190911003|오토의 클래식 음악여행|||||||||0|0
mv20190911004|지구 침공의 날 2019|||||||||0|0
mv20190911005|타짜: 원 아이드 잭|9.750288774545837|92852.0|5.383177570093458|51264.0|1.5352112676056338|1635.0|1.1943661971830986|1272.0|94487|52536
mv20190911006|플레이모빌: 더 무비|0.4634146341463415|19.0|0.17073170731707318|7.0|0.0|0.0|0.0|0.0|19|7
mv20190911007|힘을 내요, 미스터 리|8.717843222174102|40259.0|6.178648765699437|28533.0|1.5096525096525097|391.0|1.2316602316602316|319.0|40650|28852
mv20190912001|100일동안 100가지로 100퍼센트 행복찾기|3.9904306220095696|834.0|0.7177033492822966|150.0|0.42857142857142855|15.0|0.08571428571428572|3.0|849|153
mv20190917001|파라노말 액티비티 2019|||||||||0|0
mv20190918001|예스터데이|5.142949967511371|7915.0|2.907732293697206|4475.0|0.7916666666666666|38.0|0.3958333333333333|19.0|7953|4494
mv20190919001|디스트로이어|4.264705882352941|145.0|2.735294117647059|93.0|1.0|4.0|1.25|5.0|149|98
mv20190919002|발명왕 볼트|0.9333333333333333|14.0|1.6666666666666667|25.0|0.0|0.0|0.0|0.0|14|25
mv20190919003|뷰티풀 보이|6.011111111111111|541.0|1.1888888888888889|107.0|0.7142857142857143|5.0|0.0|0.0|546|107
mv20190919004|비뚤어진 집|2.6507936507936507|167.0|2.2063492063492065|139.0|1.25|5.0|0.0|0.0|172|139
mv20190919005|애드 아스트라|7.152482269503546|30255.0|3.3286052009456264|14080.0|0.24444444444444444|11.0|0.4888888888888889|22.0|30266|14102
mv20190919006|언더 더 실버레이크|3.56|89.0|4.36|109.0|1.0|2.0|1.5|3.0|91|112
mv20190925001|더 룸|11.185840707964601|5056.0|3.809734513274336|1722.0|4.979166666666667|478.0|1.0729166666666667|103.0|5534|1825
mv20190925002|레플리카|||||||||0|0
mv20190925003|미드 90|6.25|750.0|1.1333333333333333|136.0|0.9230769230769231|12.0|0.0|0.0|762|136
mv20190925004|앳 퍼스트 라이트|0.6666666666666666|2.0|1.3333333333333333|4.0|4.0|4.0|0.0|0.0|6|4
mv20190925005|양자물리학|7.623144104803494|34914.0|2.5268558951965066|11573.0|1.677115987460815|535.0|0.8495297805642633|271.0|35449|11844
mv20190925006|원스 어폰 어 타임... 인 할리우드|9.601800900450225|19194.0|3.6693346673336666|7335.0|0.5853658536585366|24.0|1.6829268292682926|69.0|19218|7404
mv20190925007|장사리: 잊혀진 영웅들|18.46601347213717|90465.0|5.014901000204123|24568.0|3.533199195171026|1756.0|2.305835010060362|1146.0|92221|25714
mv20190926001|CIA 데빌헌터|||||||||0|0
mv20190926002|마왕의 딸 이리샤|4.984375|638.0|2.3125|296.0|3.3|33.0|0.6|6.0|671|302
mv20190926003|메기|10.741379310344827|3738.0|11.954022988505747|4160.0|1.3645833333333333|131.0|2.1145833333333335|203.0|3869|4363
mv20190926004|슈퍼 햄찌|1.8846153846153846|49.0|0.8076923076923077|21.0|||||0|0
mv20190926005|스페셜 솔져|0.0|0.0|3.0|3.0|3.0|3.0|1.0|1.0|3|4
mv20190926006|아워 바디|13.14074074074074|1774.0|8.214814814814815|1109.0|2.0833333333333335|50.0|0.7916666666666666|19.0|1824|1128
mv20190926007|애월|5.472222222222222|197.0|0.4444444444444444|16.0|1.5|6.0|0.0|0.0|203|16
mv20190926008|와인스타인|7.5|105.0|1.4285714285714286|20.0|||||0|0
mv20190926009|체인지 오버|6.0|132.0|1.5909090909090908|35.0|1.5|6.0|0.75|3.0|138|38
mv20190926010|헬로우 평양|6.2|124.0|9.5|190.0|4.75|19.0|1.5|6.0|143|196
mv20191002001|가장 보통의 연애|10.195451183431953|55137.0|4.71616124260355|25505.0|1.5493910690121786|1145.0|1.3978349120433018|1033.0|56282|26538
mv20191002002|소피와 드래곤: 마법책의 비밀|2.7045454545454546|357.0|2.2196969696969697|293.0|0.0|0.0|0.0|0.0|357|293
mv20191002003|조커|15.291522640857242|353907.0|2.9244728655375045|67684.0|2.6035992217898833|5353.0|1.6055447470817121|3301.0|359260|70985
mv20191002004|테러 라이브: 싸이코패스|||||||||0|0
mv20191002005|퍼펙트맨|11.780479084733644|32950.0|5.940293171254916|16615.0|1.5834990059642147|1593.0|1.3290258449304175|1337.0|34543|17952
mv20191002006|홍금보의 라이프타임 트레저|||||||||0|0
mv20191003001|계절과 계절 사이|4.785714285714286|67.0|0.6428571428571429|9.0|2.0|4.0|0.0|0.0|71|9
mv20191003002|나의 노래는 멀리멀리|3.988235294117647|339.0|0.023529411764705882|2.0|0.0|0.0|0.0|0.0|339|2
mv20191003003|몬스터 하우스|3.3846153846153846|44.0|1.4615384615384615|19.0|0.0|0.0|0.0|0.0|44|19
mv20191003004|미드소마|2.869281045751634|439.0|1.392156862745098|213.0|1.8888888888888888|102.0|1.4259259259259258|77.0|541|290
mv20191003005|오션스: 문어구출대작전|1.7777777777777777|48.0|1.9259259259259258|52.0|0.0|0.0|1.0|1.0|48|53
mv20191003006|트루 시크릿|6.515151515151516|215.0|1.7878787878787878|59.0|3.3|33.0|0.6|6.0|248|65
mv20191004001|우주전쟁 2019|||||||||0|0
mv20191008001|적인걸 5: 측천무후 지유명도|0.3333333333333333|1.0|1.0|3.0|||||0|0
mv20191009001|디어 마이 프렌드|6.923076923076923|180.0|2.0|52.0|1.0|2.0|4.0|8.0|182|60
mv20191009002|수상한 이웃|7.6923076923076925|900.0|5.666666666666667|663.0|0.9285714285714286|13.0|1.1428571428571428|16.0|913|679
mv20191009003|잃어버린 세계를 찾아서|4.020833333333333|193.0|2.0208333333333335|97.0|0.8|4.0|1.6|8.0|197|105
mv20191009004|제미니 맨|4.765501691093574|4227.0|2.349492671927847|2084.0|0.2683982683982684|62.0|0.30303030303030304|70.0|4289|2154
mv20191009005|쿵푸 보이|0.6|6.0|0.8|8.0|||||0|0
mv20191009006|판소리 복서|8.369532428355958|5549.0|6.619909502262443|4389.0|2.089108910891089|211.0|1.495049504950495|151.0|5760|4540
mv20191010001|여배우들의 티타임|3.7777777777777777|34.0|0.2222222222222222|2.0|0.0|0.0|0.0|0.0|34|2
mv20191010002|여수 밤바다|4.0|44.0|3.272727272727273|36.0|4.0|4.0|0.0|0.0|48|36
mv20191010003|열두 번째 용의자|10.880794701986755|1643.0|7.629139072847682|1152.0|5.387755102040816|264.0|5.816326530612245|285.0|1907|1437
mv20191010004|헤드헌터|||||||||0|0
mv20191011001|첫잔처럼|4.166666666666667|25.0|2.8333333333333335|17.0|2.3950617283950617|388.0|2.2098765432098766|358.0|413|375
mv20191016001|너를 만난 여름|7.6632302405498285|2230.0|1.7525773195876289|510.0|1.435897435897436|56.0|0.3333333333333333|13.0|2286|523
mv20191016002|버티고|6.388888888888889|1265.0|14.666666666666666|2904.0|1.368421052631579|26.0|0.21052631578947367|4.0|1291|2908
mv20191016003|어벤져스 오브 저스티스|16.5|66.0|7.5|30.0|5.75|23.0|6.5|26.0|89|56
mv20191016004|콘택트: 지구 최후의 날|||||||||0|0
mv20191017001|고골: 악령과의 전쟁|1.3|13.0|0.7|7.0|||||0|0
mv20191017002|꼬마 자전거 스피디|2.111111111111111|38.0|0.4444444444444444|8.0|0.0|0.0|0.0|0.0|38|8
mv20191017003|두번할까요|11.687426556991774|9946.0|7.487661574618096|6372.0|0.8181818181818182|81.0|0.25252525252525254|25.0|10027|6397
mv20191017004|리메모리-기억추출|||||||||0|0
mv20191017005|말레피센트 2|7.791666666666667|22627.0|2.2141873278236917|6430.0|1.5826086956521739|182.0|0.14782608695652175|17.0|22809|6447
mv20191017006|북간도의 십자가|6.369565217391305|293.0|7.239130434782608|333.0|0.8|4.0|1.8|9.0|297|342
mv20191017007|신문기자|23.88235294117647|2030.0|7.741176470588235|658.0|2.2051282051282053|86.0|3.8205128205128207|149.0|2116|807
mv20191017008|오늘도 위위|1.618705035971223|225.0|7.956834532374101|1106.0|1.0|1.0|2.0|2.0|226|1108
mv20191017009|와일드 로즈|2.9767441860465116|256.0|0.9767441860465116|84.0|0.2|2.0|0.0|0.0|258|84
mv20191017010|재혼의 기술|3.0602409638554215|254.0|2.0240963855421685|168.0|0.4166666666666667|5.0|0.3333333333333333|4.0|259|172
mv20191017011|카르텔 2045|||||||||0|0
mv20191021001|당문|||||||||0|0
mv20191023001|82년생 김지영|27.010957421624|798687.0|18.72701139707126|553739.0|4.47495779403489|7952.0|4.115362971299944|7313.0|806639|561052
mv20191023002|람보: 라스트 워|12.03225806451613|6714.0|2.263440860215054|1263.0|1.1650246305418719|473.0|0.6379310344827587|259.0|7187|1522
mv20191023003|빅트립: 아기팬더 배달 대모험|5.869565217391305|675.0|1.982608695652174|228.0|0.3333333333333333|2.0|0.8333333333333334|5.0|677|233
mv20191023004|체크 히어로|2.3076923076923075|30.0|3.0|39.0|0.0|0.0|0.0|0.0|30|39
mv20191024001|경계선|7.077464788732394|1005.0|2.3028169014084505|327.0|1.1818181818181819|39.0|0.48484848484848486|16.0|1044|343
mv20191024002|버스데이 원더랜드|3.8333333333333335|23.0|1.1666666666666667|7.0|||||0|0
mv20191024003|스노우 화이트|2.9285714285714284|41.0|2.7857142857142856|39.0|||||0|0
mv20191024004|시크릿 슈퍼스타|6.9605263157894735|529.0|0.9342105263157895|71.0|0.125|1.0|0.125|1.0|530|72
mv20191024005|워 이베이젼|5.0|5.0|13.0|13.0|4.0|4.0|10.0|10.0|9|23
mv20191024006|퍼펙트 스트레인저|4.357142857142857|61.0|1.9285714285714286|27.0|||||0|0
mv20191030001|날씨의 아이|8.135352884305512|25244.0|8.309700290041896|25785.0|2.172727272727273|239.0|1.8636363636363635|205.0|25483|25990
mv20191030002|니나 내나|8.403508771929825|479.0|2.2982456140350878|131.0|2.6|13.0|2.2|11.0|492|142
mv20191030003|빅 2: 황금열쇠 대소동|2.2|44.0|1.95|39.0|||||0|0
mv20191030004|빅 위시|3.75|120.0|2.90625|93.0|0.0|0.0|0.6666666666666666|2.0|120|95
mv20191030005|사선의 끝|3.8596491228070176|220.0|0.8421052631578947|48.0|1.3333333333333333|4.0|0.3333333333333333|1.0|224|49
mv20191030006|엔젤 오브 마인|8.870967741935484|275.0|2.5806451612903225|80.0|2.0|14.0|1.1428571428571428|8.0|289|88
mv20191030007|쿠엔틴 타란티노 8|3.2857142857142856|69.0|0.6666666666666666|14.0|||||0|0
mv20191030008|터미네이터: 다크 페이트|7.939125910509886|61036.0|3.6843132154006244|28325.0|5.972093023255814|1284.0|1.6790697674418604|361.0|62320|28686
mv20191030009|프렌드 존|4.804347826086956|221.0|2.4347826086956523|112.0|0.0|0.0|0.0|0.0|221|112
mv20191030010|하이 라이프|2.8|70.0|3.28|82.0|0.5|2.0|0.5|2.0|72|84
mv20191031001|오늘, 우리|5.148148148148148|139.0|0.3333333333333333|9.0|0.5|1.0|0.0|0.0|140|9
mv20191031002|우먼 인 할리우드|14.220779220779221|1095.0|28.31168831168831|2180.0|3.875|31.0|1.0|8.0|1126|2188
mv20191031003|웰컴 투 스웨덴|||||||||0|0
mv20191031004|텔 잇 투 더 비즈|14.307692307692308|186.0|10.461538461538462|136.0|0.0|0.0|0.0|0.0|186|136
mv20191101001|가족이 되기까지|||||||||0|0
mv20191101002|레드 사이렌|||||||||0|0
mv20191101003|아직 지나지 않은 여름|1.0|2.0|0.0|0.0|||||0|0
mv20191107001|닥터 슬립|7.113043478260869|3272.0|3.0934782608695652|1423.0|2.0|370.0|0.7243243243243244|134.0|3642|1557
mv20191107002|더 빌리지|2.9|29.0|2.0|20.0|0.0|0.0|0.0|0.0|29|20
mv20191107003|몬스터|||||||||0|0
mv20191107004|신의 한 수: 귀수편|13.582265677680377|80570.0|4.87373567093729|28911.0|3.9562043795620436|4336.0|3.437956204379562|3768.0|84906|32679
mv20191107005|열여섯의 봄|1.8571428571428572|13.0|1.5714285714285714|11.0|0.5|1.0|0.0|0.0|14|11
mv20191107006|왓 데이 해드|3.5625|57.0|0.125|2.0|0.5|1.0|0.0|0.0|58|2
mv20191107007|졸업|||||||||0|0
mv20191107008|캔 유 킵 어 시크릿?|3.0697674418604652|132.0|1.7209302325581395|74.0|2.0|4.0|0.5|1.0|136|75
mv20191107009|타이페이 스토리|1.8823529411764706|64.0|1.3235294117647058|45.0|0.3333333333333333|2.0|0.0|0.0|66|45
mv20191107010|패트와 매트: 우당탕탕 크리스마스|25.56|5112.0|2.01|402.0|0.6|6.0|0.3|3.0|5118|405
mv20191112001|드레드아웃|||||||||0|0
mv20191113001|블랙 머니|9.498988366211432|37559.0|8.880880121396055|35115.0|3.5707070707070705|2828.0|2.9696969696969697|2352.0|40387|37467
mv20191113002|어쩌다 룸 메이트|4.5636363636363635|251.0|1.9454545454545455|107.0|1.5714285714285714|11.0|1.7142857142857142|12.0|262|119
mv20191113003|엔젤 해즈 폴른|4.00278940027894|2870.0|1.4560669456066946|1044.0|0.16483516483516483|15.0|0.15384615384615385|14.0|2885|1058
mv20191113004|좀비랜드: 더블 탭|4.55441478439425|2218.0|1.3449691991786448|655.0|0.6497175141242938|115.0|0.519774011299435|92.0|2333|747
mv20191114001|귀권|||||||||0|0
mv20191114002|늑대의 아이들|1.8333333333333333|11.0|0.5|3.0|1.0|3.0|0.0|0.0|14|3
mv20191114003|대통령의 7시간|30.401960784313726|24808.0|36.84313725490196|30064.0|4.316742081447964|954.0|5.104072398190045|1128.0|25762|31192
mv20191114004|더 컨덕터|5.790697674418604|249.0|1.4186046511627908|61.0|1.75|7.0|0.0|0.0|256|61
mv20191114005|마법안개의 비밀: 황금 보물선을 찾아라|0.75|3.0|1.25|5.0|||||0|0
mv20191114006|삽질|29.217391304347824|11424.0|52.71867007672634|20613.0|12.568181818181818|553.0|10.727272727272727|472.0|11977|21085
mv20191114007|심판|||||||||0|0
mv20191114008|영하의 바람|6.454545454545454|213.0|1.0909090909090908|36.0|0.8571428571428571|6.0|0.14285714285714285|1.0|219|37
mv20191114009|울프 특공대|1.0|2.0|0.0|0.0|||||0|0
mv20191114010|윤희에게|21.017478152309614|16835.0|4.730337078651686|3789.0|6.15625|1970.0|3.628125|1161.0|18805|4950
mv20191114011|카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전|1.0|7.0|0.0|0.0|1.0|1.0|0.0|0.0|8|0
mv20191114012|캡티브 스테이트|3.8|57.0|3.066666666666667|46.0|2.2|22.0|1.6|16.0|79|62
mv20191114013|헬로 몽키|0.8333333333333334|5.0|0.0|0.0|0.0|0.0|0.0|0.0|5|0
mv20191115001|알카트라즈: 죽음의 수용소|||||||||0|0
mv20191121001|겨울왕국 2|8.918701841452267|136581.0|2.617670105785556|40087.0|0.9428097803564028|2275.0|0.6054703688354746|1461.0|138856|41548
mv20191121002|시빌|4.277777777777778|154.0|1.3055555555555556|47.0|1.5|3.0|0.0|0.0|157|47
mv20191121003|아빠는 예쁘다|3.90625|125.0|1.96875|63.0|2.25|9.0|1.25|5.0|134|68
mv20191121004|어제 일은 모두 괜찮아|4.564285714285714|639.0|1.8571428571428572|260.0|1.2272727272727273|27.0|1.3636363636363635|30.0|666|290
mv20191121005|얼굴없는 보스|7.6156862745098035|5826.0|2.2222222222222223|1700.0|0.7076923076923077|46.0|0.5076923076923077|33.0|5872|1733
mv20191121006|접전: 갑을 전쟁|4.369565217391305|402.0|1.7717391304347827|163.0|1.0|5.0|1.6|8.0|407|171
mv20191121007|코끼리는 그곳에 있어|3.7777777777777777|68.0|0.5555555555555556|10.0|0.0|0.0|0.125|1.0|68|11
mv20191121008|크리미널: 해튼가든|2.0|14.0|1.4285714285714286|10.0|0.0|0.0|0.0|0.0|14|10
mv20191121009|프란치스코 교황: 맨 오브 히스 워드|6.1647058823529415|524.0|5.070588235294117|431.0|0.42857142857142855|6.0|0.7857142857142857|11.0|530|442
mv20191121010|헤로니모|4.549295774647887|646.0|1.408450704225352|200.0|1.3636363636363635|30.0|0.6818181818181818|15.0|676|215
mv20191122001|해킹 헌터: 마인드 컨트롤|||||||||0|0
mv20191127001|나를 찾아줘|9.963682864450128|19479.0|5.825063938618926|11388.0|3.685185185185185|199.0|1.9444444444444444|105.0|19678|11493
mv20191127002|러브 앳|7.434343434343434|2944.0|1.4444444444444444|572.0|0.6153846153846154|8.0|0.38461538461538464|5.0|2952|577
mv20191127003|오피셜 시크릿|2.95|177.0|1.3166666666666667|79.0|0.9444444444444444|17.0|0.5555555555555556|10.0|194|89
mv20191127004|카센타|4.433212996389892|1228.0|1.555956678700361|431.0|1.0597014925373134|71.0|1.4179104477611941|95.0|1299|526
mv20191127005|크롤|8.289735099337749|5007.0|2.5860927152317883|1562.0|0.6610169491525424|39.0|0.5932203389830508|35.0|5046|1597
mv20191127006|허슬러|9.010928961748634|1649.0|4.704918032786885|861.0|2.7222222222222223|49.0|1.5|27.0|1698|888
mv20191128001|녹차의 중력|||||||||0|0
mv20191128002|대가리2:학교무림|5.103448275862069|148.0|2.7241379310344827|79.0|||||0|0
mv20191128003|분노는 말이 없다|4.75|95.0|6.0|120.0|1.0|3.0|1.3333333333333333|4.0|98|124
mv20191128004|삼촌|14.617021276595745|1374.0|4.776595744680851|449.0|4.4375|71.0|3.9375|63.0|1445|512
mv20191128005|수퍼 디스코|2.391304347826087|55.0|1.0434782608695652|24.0|0.0|0.0|0.0|0.0|55|24
mv20191128006|앵커|||||||||0|0
mv20191128007|어메이징 그레이스|||||||||0|0
mv20191128008|우리를 갈라놓는 것들|2.7142857142857144|19.0|9.0|63.0|3.0|6.0|7.5|15.0|25|78
mv20191128009|집 이야기|7.583333333333333|455.0|0.48333333333333334|29.0|0.25|3.0|0.16666666666666666|2.0|458|31
mv20191128010|행동하는 양심 김대중|23.88329519450801|10437.0|11.199084668192219|4894.0|4.115942028985507|284.0|5.159420289855072|356.0|10721|5250
mv20191129001|싸움의 기술|||||||||0|0
mv20191203001|포레스트 헌터스 워|||||||||0|0
mv20191204001|감쪽같은 그녀|8.23076923076923|8560.0|6.361538461538461|6616.0|0.7478260869565218|86.0|0.5565217391304348|64.0|8646|6680
mv20191204002|나이브스 아웃|11.766215585627625|25215.0|1.0900606626224918|2336.0|0.5070140280561122|253.0|0.21042084168336672|105.0|25468|2441
mv20191204003|너의 여자친구|6.138613861386139|620.0|3.5841584158415842|362.0|1.6666666666666667|10.0|0.5|3.0|630|365
mv20191204004|아직 사랑하고 있습니까?|6.709090909090909|369.0|1.981818181818182|109.0|1.6363636363636365|18.0|0.0|0.0|387|109
mv20191205001|굿 라이어|3.828125|490.0|1.6484375|211.0|2.625|21.0|0.5|4.0|511|215
mv20191205002|극장판 타오르지마 버스터-블랙어썰트의 귀환|6.314814814814815|341.0|0.5185185185185185|28.0|0.0|0.0|0.0|0.0|341|28
mv20191205003|라스트 크리스마스|10.960059171597633|7409.0|4.312130177514793|2915.0|1.0714285714285714|75.0|0.8714285714285714|61.0|7484|2976
mv20191205004|어웨이크너: 히어로의 탄생|||||||||0|0
mv20191205005|파비안느에 관한 진실|2.45|245.0|1.14|114.0|0.2692307692307692|7.0|0.15384615384615385|4.0|252|118
mv20191206001|1944: 인간병기|||||||||0|0
mv20191209001|스튜핏 영 하트|||||||||0|0
mv20191211001|매리|6.275|251.0|4.05|162.0|0.0|0.0|0.0|0.0|251|162
mv20191211002|아내를 죽였다|14.790010193679919|14509.0|9.801223241590215|9615.0|2.236111111111111|161.0|2.263888888888889|163.0|14670|9778
mv20191211003|쥬만지: 넥스트 레벨|5.615066225165563|6783.0|3.777317880794702|4563.0|0.3181818181818182|7.0|0.2727272727272727|6.0|6790|4569
mv20191212001|1 더하기 3|9.529411764705882|162.0|3.0588235294117645|52.0|1.5|3.0|1.5|3.0|165|55
mv20191212002|그날은 오리라|4.0|4.0|0.0|0.0|||||0|0
mv20191212003|더 보트|||||||||0|0
mv20191212004|더 하우스|4.555555555555555|287.0|4.0|252.0|0.3333333333333333|1.0|0.0|0.0|288|252
mv20191212005|드래곤 빌리지|0.3333333333333333|2.0|1.5|9.0|0.0|0.0|0.0|0.0|2|9
mv20191212006|디아스포라의 노래: 아리랑로드|3.0|18.0|1.0|6.0|0.0|0.0|0.0|0.0|18|6
mv20191212007|디에고|2.896551724137931|84.0|1.0689655172413792|31.0|0.0|0.0|0.0|0.0|84|31
mv20191212008|라 파미에|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0
mv20191212009|라멘 덕후|||||||||0|0
mv20191212010|라스트 씬|1.75|7.0|0.75|3.0|0.5|1.0|1.5|3.0|8|6
mv20191212011|사탄의 인형: 상속 받은 저주|0.0|0.0|0.0|0.0|0.5|1.0|0.0|0.0|1|0
mv20191212012|산타 앤 컴퍼니|1.3333333333333333|12.0|1.0|9.0|0.0|0.0|0.6666666666666666|2.0|12|11
mv20191212013|샐린저|0.8333333333333334|5.0|1.6666666666666667|10.0|||||0|0
mv20191212014|속물들|4.938775510204081|242.0|3.816326530612245|187.0|0.8333333333333334|5.0|0.5|3.0|247|190
mv20191212015|아스테릭스: 마법 물약의 비밀|1.6666666666666667|10.0|2.5|15.0|||||0|0
mv20191212016|영화로운 나날|4.958333333333333|119.0|2.4166666666666665|58.0|2.8|14.0|1.0|5.0|133|63
mv20191212017|월성|13.826086956521738|636.0|12.717391304347826|585.0|6.428571428571429|45.0|3.7142857142857144|26.0|681|611
mv20191212018|인투 더 애쉬|3.619047619047619|76.0|4.428571428571429|93.0|1.0|3.0|0.0|0.0|79|93
mv20191212019|카운트 다운|9.343137254901961|953.0|3.5588235294117645|363.0|0.7254901960784313|74.0|0.17647058823529413|18.0|1027|381
mv20191213001|깡패들|||||||||0|0
mv20191216001|로빈: 살인자의 유혹|||||||||0|0
mv20191217001|할머니의 고양이 그리고 522걸음의 여행|||||||||0|0
mv20191218001|시동|8.242446792677482|55381.0|3.8614377139455276|25945.0|1.3272727272727274|1533.0|1.025108225108225|1184.0|56914|27129
mv20191219001|미안해요, 리키|7.592760180995475|1678.0|0.8642533936651584|191.0|1.5076923076923077|98.0|0.27692307692307694|18.0|1776|209
mv20191219002|백두산|16.700338019889287|340904.0|9.905403419389605|202199.0|2.909897610921502|8526.0|2.91740614334471|8548.0|349430|210747
mv20191219003|블루 마이 마인드|12.454545454545455|137.0|5.181818181818182|57.0|2.0|28.0|2.142857142857143|30.0|165|87
mv20191219004|신비아파트 극장판: 하늘도깨비 대 요르문간드|2.0|1248.0|0.592948717948718|370.0|0.23529411764705882|12.0|0.27450980392156865|14.0|1260|384
mv20191219005|호흡|||||||||0|0
mv20191223001|공포의 묘지: 망자의 저주|||||||||0|0
mv20191224001|눈의 여왕4|1.3539823008849559|459.0|0.3952802359882006|134.0|0.0|0.0|0.0|0.0|459|134
mv20191224002|캣츠|14.236359468133884|62099.0|7.853736817973407|34258.0|0.83|83.0|1.16|116.0|62182|34374
mv20191224003|프린스 코기|6.678260869565217|1536.0|4.7956521739130435|1103.0|0.5263157894736842|10.0|0.21052631578947367|4.0|1546|1107
