mv_id|movie_nm|ogroup|ti_mean|ti_min|ti_max
mv20191107003|몬스터|2|0.159963|0.104|0.28106
mv20191107003|몬스터|3|0.17469933333333332|0.09338|1.96662
mv20191107004|신의 한 수: 귀수편|1|2.1514246666666663|0.53976|10.3936
mv20191107004|신의 한 수: 귀수편|2|5.380842|0.55241|19.05834
mv20191107004|신의 한 수: 귀수편|3|1.3671540000000002|0.45194|3.66069
mv20191107005|열여섯의 봄|1|0.019134137931034488|0.00135|0.13006
mv20191107005|열여섯의 봄|2|0.019909333333333338|0.00338|0.06431
mv20191107005|열여섯의 봄|3|0.004405333333333334|0.0018|0.01001
mv20191107006|왓 데이 해드|1|0.011668333333333334|0.00045|0.04872
mv20191107006|왓 데이 해드|2|0.02521566666666667|0.00707|0.07395
mv20191107006|왓 데이 해드|3|0.022689000000000004|0.00158|0.49585
mv20191107007|졸업|1|0.04144900000000001|0.02605|0.06183
mv20191107007|졸업|2|0.05176033333333333|0.03652|0.08788
mv20191107007|졸업|3|0.10783500000000003|0.03803|0.49419
mv20191107008|캔 유 킵 어 시크릿?|1|0.20706249999999998|0.00037|3.22042
mv20191107008|캔 유 킵 어 시크릿?|2|0.06379200000000002|0.01159|0.29816
mv20191107008|캔 유 킵 어 시크릿?|3|0.013845666666666673|0.00572|0.02583
mv20191107009|타이페이 스토리|1|0.01422133333333333|0.00195|0.0799
mv20191107009|타이페이 스토리|2|0.040963000000000006|0.00783|0.09813
mv20191107009|타이페이 스토리|3|0.004980333333333333|0.0015|0.01378
mv20191107010|패트와 매트: 우당탕탕 크리스마스|1|0.20635|0.10385|0.4167
mv20191107010|패트와 매트: 우당탕탕 크리스마스|2|0.34232100000000015|0.09398|2.31743
mv20191107010|패트와 매트: 우당탕탕 크리스마스|3|0.08706300000000002|0.06672|0.14934
mv20191112001|드레드아웃|1|0.006079500000000001|0.00037|0.02025
mv20191112001|드레드아웃|2|0.005268333333333334|0.00082|0.01905
mv20191112001|드레드아웃|3|0.004574333333333333|0.00052|0.01302
mv20191113001|블랙 머니|1|1.0847956666666667|0.07252|3.89634
mv20191113001|블랙 머니|2|7.876441666666666|1.13887|20.54319
mv20191113001|블랙 머니|3|3.2290289999999997|0.57937|23.05824
mv20191113002|어쩌다 룸 메이트|1|0.05919266666666667|0.00105|0.17901
mv20191113002|어쩌다 룸 메이트|2|0.2361063333333333|0.03886|1.57485
mv20191113002|어쩌다 룸 메이트|3|0.041148000000000004|0.01468|0.11349
mv20191113003|엔젤 해즈 폴른|1|0.5872390000000001|0.04029|4.49779
mv20191113003|엔젤 해즈 폴른|2|1.1777133333333332|0.32369|2.85636
mv20191113003|엔젤 해즈 폴른|3|0.38337433333333343|0.18285|1.78934
mv20191113004|좀비랜드: 더블 탭|1|0.41324866666666665|0.10536|1.30681
mv20191113004|좀비랜드: 더블 탭|2|0.6842463333333331|0.06567|4.83014
mv20191113004|좀비랜드: 더블 탭|3|0.22781900000000005|0.07169|0.54028
mv20191114001|귀권|1|0.0020646153846153844|0.00037|0.01122
mv20191114001|귀권|2|0.031802333333333335|0.00316|0.12916
mv20191114001|귀권|3|0.004388333333333333|0.00097|0.0192
mv20191114002|늑대의 아이들|1|0.008948571428571427|0.00037|0.03155
mv20191114002|늑대의 아이들|2|0.016168999999999996|0.0021|0.03773
mv20191114002|늑대의 아이들|3|0.004410000000000001|0.0015|0.00918
mv20191114003|대통령의 7시간|1|0.059261333333333326|0.00707|0.30004
mv20191114003|대통령의 7시간|2|0.4452056666666666|0.05136|1.78971
mv20191114003|대통령의 7시간|3|0.18356133333333333|0.02711|0.72638
mv20191114004|더 컨덕터|1|0.06542200000000001|0.0018|0.86089
mv20191114004|더 컨덕터|2|0.061051999999999995|0.02033|0.11786
mv20191114004|더 컨덕터|3|0.012367|0.00587|0.03125
mv20191114005|마법안개의 비밀: 황금 보물선을 찾아라|1|0.0012|0.0009|0.0015
mv20191114005|마법안개의 비밀: 황금 보물선을 찾아라|2|0.0014784999999999998|0.00045|0.01024
mv20191114005|마법안개의 비밀: 황금 보물선을 찾아라|3|0.00072|0.00037|0.00112
mv20191114006|삽질|1|0.062501|0.02093|0.17931
mv20191114006|삽질|2|0.145746|0.04383|0.51234
mv20191114006|삽질|3|0.022676666666666668|0.00933|0.0564
mv20191114007|심판|1|0.14804566666666677|0.01468|2.54743
mv20191114007|심판|2|0.031198666666666666|0.0131|0.05761
mv20191114007|심판|3|0.014902333333333332|0.01212|0.02153
mv20191114008|영하의 바람|1|0.016433|0.00225|0.04737
mv20191114008|영하의 바람|2|0.09680933333333333|0.01694|0.40962
mv20191114008|영하의 바람|3|0.02377333333333333|0.00843|0.05655
mv20191114009|울프 특공대|1|0.000615|0.00037|0.00097
mv20191114009|울프 특공대|2|0.002536296296296297|0.00045|0.0061
mv20191114009|울프 특공대|3|0.0004818181818181817|0.00037|0.0006
mv20191114010|윤희에게|1|0.4660576666666666|0.04639|5.95011
mv20191114010|윤희에게|2|1.2536663333333329|0.36157|2.11732
mv20191114010|윤희에게|3|0.5603063333333335|0.1943|1.84477
mv20191114011|카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전|1|0.013332666666666666|0.00866|0.0244
mv20191114011|카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전|2|0.012559000000000002|0.00655|0.02816
mv20191114011|카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전|3|0.009390333333333332|0.00587|0.02056
mv20191114012|캡티브 스테이트|1|0.135148|0.00361|0.61386
mv20191114012|캡티브 스테이트|2|0.03772400000000001|0.01235|0.11936
mv20191114012|캡티브 스테이트|3|0.16617900000000005|0.00625|2.33723
mv20191114013|헬로 몽키|1|0.006017241379310345|0.00052|0.03132
mv20191114013|헬로 몽키|2|0.017027666666666667|0.00097|0.13081
mv20191114013|헬로 몽키|3|0.0010743333333333334|0.00037|0.00225
mv20191115001|알카트라즈: 죽음의 수용소|2|0.0006673333333333334|0.00037|0.00097
mv20191115001|알카트라즈: 죽음의 수용소|3|0.0007425000000000001|0.00037|0.00165
mv20191121001|겨울왕국 2|1|6.264737666666667|1.97536|20.18011
mv20191121001|겨울왕국 2|2|23.430471|8.39587|60.54208
mv20191121001|겨울왕국 2|3|5.475032999999998|2.53056|10.57126
mv20191121002|시빌|1|0.02419066666666667|0.00346|0.08065
mv20191121002|시빌|2|0.058364333333333344|0.01589|0.18443
mv20191121002|시빌|3|0.01955800000000001|0.00956|0.04932
mv20191121003|아빠는 예쁘다|1|0.014605666666666666|0.00067|0.09632
mv20191121003|아빠는 예쁘다|2|0.137148|0.01543|0.62735
mv20191121003|아빠는 예쁘다|3|0.02072166666666667|0.00647|0.0497
mv20191121004|어제 일은 모두 괜찮아|1|0.09595766666666666|0.0259|0.24529
mv20191121004|어제 일은 모두 괜찮아|2|0.08494033333333334|0.01589|0.35268
mv20191121004|어제 일은 모두 괜찮아|3|0.08995466666666668|0.01784|0.29763
mv20191121005|얼굴없는 보스|1|0.19001300000000002|0.02741|1.01099
mv20191121005|얼굴없는 보스|2|1.6360056666666667|0.19189|11.86249
mv20191121005|얼굴없는 보스|3|0.13628500000000004|0.06009|0.27654
mv20191121006|접전: 갑을 전쟁|1|0.0021975|0.0006|0.00647
mv20191121006|접전: 갑을 전쟁|2|0.01743310344827586|0.0018|0.05324
mv20191121006|접전: 갑을 전쟁|3|0.002172083333333333|0.00037|0.00677
mv20191121007|코끼리는 그곳에 있어|1|0.009511071428571428|0.00037|0.03554
mv20191121007|코끼리는 그곳에 있어|2|0.03258433333333334|0.01167|0.09496
mv20191121007|코끼리는 그곳에 있어|3|0.011763000000000001|0.00579|0.02131
mv20191121008|크리미널: 해튼가든|1|0.0016669999999999996|0.00045|0.00459
mv20191121008|크리미널: 해튼가든|2|0.005076956521739131|0.00037|0.0195
mv20191121008|크리미널: 해튼가든|3|0.00047333333333333326|0.00045|0.00052
mv20191121009|프란치스코 교황: 맨 오브 히스 워드|1|0.0022370588235294114|0.00037|0.00564
mv20191121009|프란치스코 교황: 맨 오브 히스 워드|2|0.01769566666666667|0.00414|0.24544
mv20191121009|프란치스코 교황: 맨 오브 히스 워드|3|0.010427666666666668|0.00052|0.13563
mv20191121010|헤로니모|1|0.023005666666666664|0.0024|0.07275
mv20191121010|헤로니모|2|0.08267999999999996|0.02455|0.39456
mv20191121010|헤로니모|3|0.031593333333333334|0.00722|0.09617
mv20191122001|해킹 헌터: 마인드 컨트롤|1|0.00052|0.00052|0.00052
mv20191122001|해킹 헌터: 마인드 컨트롤|2|0.0010084615384615386|0.00037|0.00203
mv20191122001|해킹 헌터: 마인드 컨트롤|3|0.00058|0.00037|0.00097
mv20191127001|나를 찾아줘|1|1.63102|0.33355|8.02503
mv20191127001|나를 찾아줘|2|4.172978|0.57643|15.37233
mv20191127001|나를 찾아줘|3|2.321655|0.35426|26.54798
mv20191127002|러브 앳|1|0.18429166666666666|0.01092|1.88604
mv20191127002|러브 앳|2|0.7270866666666664|0.12592|2.38581
mv20191127002|러브 앳|3|0.06599866666666666|0.02553|0.13947
mv20191127003|오피셜 시크릿|1|0.027120000000000002|0.0012|0.16214
mv20191127003|오피셜 시크릿|2|0.1393066666666667|0.03238|0.44554
mv20191127003|오피셜 시크릿|3|0.09534899999999998|0.01905|0.27556
mv20191127004|카센타|1|0.22029566666666664|0.03155|2.56422
mv20191127004|카센타|2|0.9590446666666667|0.16274|3.45336
mv20191127004|카센타|3|0.21948466666666666|0.11522|0.44057
mv20191127005|크롤|1|0.43947433333333324|0.06785|3.55096
mv20191127005|크롤|2|0.7339816666666663|0.12147|2.44515
mv20191127005|크롤|3|0.1430656666666667|0.06725|0.30945
mv20191127006|허슬러|1|0.13577133333333335|0.05204|0.51626
mv20191127006|허슬러|2|0.47807966666666674|0.09406|2.10263
mv20191127006|허슬러|3|0.07891966666666667|0.04616|0.15597
mv20191128001|녹차의 중력|1|0.0018135000000000002|0.00037|0.00557
mv20191128001|녹차의 중력|2|0.0035666666666666668|0.00067|0.0079
mv20191128001|녹차의 중력|3|0.0013316666666666665|0.00037|0.00278
mv20191128002|대가리2:학교무림|1|0.00048499999999999997|0.00045|0.00052
mv20191128002|대가리2:학교무림|2|0.00045|0.00045|0.00045
mv20191128003|분노는 말이 없다|1|0.0018066666666666667|0.00052|0.00353
mv20191128003|분노는 말이 없다|2|0.037166666666666674|0.00406|0.29221
mv20191128003|분노는 말이 없다|3|0.004029333333333334|0.0018|0.00903
mv20191128004|삼촌|1|0.05772966666666666|0.0183|0.26419
mv20191128004|삼촌|2|0.15613933333333332|0.07305|0.39132
mv20191128004|삼촌|3|0.05608699999999999|0.0384|0.09865
mv20191128005|수퍼 디스코|1|0.005628333333333333|0.00173|0.01807
mv20191128005|수퍼 디스코|2|0.008977333333333332|0.00143|0.02605
mv20191128005|수퍼 디스코|3|0.016410333333333336|0.00097|0.10076
mv20191128006|앵커|1|0.043397|0.01845|0.11816
mv20191128006|앵커|2|0.03181700000000001|0.01709|0.068
mv20191128006|앵커|3|0.027419333333333334|0.01649|0.04601
mv20191128007|어메이징 그레이스|1|0.05865266666666667|0.03343|0.13895
mv20191128007|어메이징 그레이스|2|0.0808373333333333|0.05369|0.13051
mv20191128007|어메이징 그레이스|3|0.048479|0.02869|0.07614
mv20191128008|우리를 갈라놓는 것들|1|0.005888571428571429|0.00037|0.01664
mv20191128008|우리를 갈라놓는 것들|2|0.011876999999999995|0.00617|0.0262
mv20191128008|우리를 갈라놓는 것들|3|0.021386333333333337|0.00105|0.11673
mv20191128009|집 이야기|1|0.024760000000000004|0.00549|0.08811
mv20191128009|집 이야기|2|0.087927|0.01129|0.68149
mv20191128009|집 이야기|3|0.02144366666666667|0.0076|0.09165
mv20191128010|행동하는 양심 김대중|1|0.010109000000000002|0.00173|0.06845
mv20191128010|행동하는 양심 김대중|2|0.025726666666666658|0.00376|0.10935
mv20191128010|행동하는 양심 김대중|3|0.017081|0.0021|0.06062
mv20191129001|싸움의 기술|1|0.048310333333333344|0.01461|0.83573
mv20191129001|싸움의 기술|2|0.361389|0.04383|4.74248
mv20191129001|싸움의 기술|3|0.099121|0.02613|1.78934
mv20191203001|포레스트 헌터스 워|1|0.0010914285714285713|0.00037|0.00331
mv20191203001|포레스트 헌터스 워|2|0.001271363636363636|0.00037|0.00436
mv20191203001|포레스트 헌터스 워|3|0.0004216666666666667|0.00037|0.0006
mv20191204001|감쪽같은 그녀|1|0.545682|0.10829|2.28195
mv20191204001|감쪽같은 그녀|2|2.230612666666667|0.25493|5.75565
mv20191204001|감쪽같은 그녀|3|0.2774366666666667|0.1086|0.64376
mv20191204002|나이브스 아웃|1|0.27135933333333334|0.02063|1.53049
mv20191204002|나이브스 아웃|2|3.8279103333333335|1.48974|11.54497
mv20191204002|나이브스 아웃|3|0.9315983333333335|0.33265|1.70574
mv20191204003|너의 여자친구|1|0.07292433333333334|0.00647|0.34854
mv20191204003|너의 여자친구|2|0.29830633333333323|0.07546|0.92054
mv20191204003|너의 여자친구|3|0.04168799999999999|0.01958|0.08962
mv20191204004|아직 사랑하고 있습니까?|1|0.008068|0.00037|0.08781
mv20191204004|아직 사랑하고 있습니까?|2|0.008297000000000002|0.00037|0.05369
mv20191204004|아직 사랑하고 있습니까?|3|0.004706521739130434|0.00037|0.01506
mv20191205001|굿 라이어|1|0.10073733333333333|0.00308|0.39553
mv20191205001|굿 라이어|2|0.18642766666666663|0.01551|0.81397
mv20191205001|굿 라이어|3|0.24752366666666667|0.0543|2.55413
mv20191205002|극장판 타오르지마 버스터-블랙어썰트의 귀환|1|0.0010976470588235296|0.00037|0.00316
mv20191205002|극장판 타오르지마 버스터-블랙어썰트의 귀환|2|0.01906|0.00037|0.1269
mv20191205002|극장판 타오르지마 버스터-블랙어썰트의 귀환|3|0.0008713043478260871|0.00052|0.0015
mv20191205003|라스트 크리스마스|1|0.6197013333333333|0.21591|2.12297
mv20191205003|라스트 크리스마스|2|1.8189166666666665|0.14482|9.67821
mv20191205003|라스트 크리스마스|3|0.7514196666666666|0.04955|9.75322
mv20191205004|어웨이크너: 히어로의 탄생|1|0.00045|0.00045|0.00045
mv20191205004|어웨이크너: 히어로의 탄생|2|0.011200689655172418|0.0006|0.07192
mv20191205004|어웨이크너: 히어로의 탄생|3|0.0009566666666666668|0.00037|0.00165
mv20191205005|파비안느에 관한 진실|1|0.07803066666666664|0.01348|0.58291
mv20191205005|파비안느에 관한 진실|2|0.2167033333333334|0.0555|0.5198
mv20191205005|파비안느에 관한 진실|3|0.027004666666666663|0.00918|0.06394
mv20191206001|1944: 인간병기|2|0.001989310344827587|0.00052|0.00632
mv20191206001|1944: 인간병기|3|0.0011766666666666668|0.00037|0.00271
mv20191209001|스튜핏 영 하트|1|0.0008049999999999999|0.00037|0.00135
mv20191209001|스튜핏 영 하트|2|0.0011184615384615384|0.00037|0.00384
mv20191209001|스튜핏 영 하트|3|0.00054|0.00037|0.0009
mv20191211001|매리|1|0.06656500000000001|0.00308|0.86857
mv20191211001|매리|2|0.07675499999999999|0.01204|0.2071
mv20191211001|매리|3|0.009222666666666665|0.00399|0.01784
mv20191211002|아내를 죽였다|1|1.9186573333333332|0.07448|19.31628
mv20191211002|아내를 죽였다|2|2.667129000000001|0.302|13.67148
mv20191211002|아내를 죽였다|3|0.196409|0.06913|0.521
mv20191211003|쥬만지: 넥스트 레벨|1|0.8181816666666666|0.20673|1.91835
mv20191211003|쥬만지: 넥스트 레벨|2|2.367711666666667|0.17186|9.7548
mv20191211003|쥬만지: 넥스트 레벨|3|0.23347199999999999|0.10528|1.48605
mv20191212001|1 더하기 3|1|0.00045|0.00045|0.00045
mv20191212001|1 더하기 3|2|0.0005966666666666667|0.00045|0.00082
mv20191212002|그날은 오리라|1|0.0014176470588235296|0.00037|0.00429
mv20191212002|그날은 오리라|2|0.0016764000000000006|0.00037|0.00459
mv20191212002|그날은 오리라|3|0.000775|0.00037|0.00203
mv20191212003|더 보트|1|0.002469999999999999|0.00082|0.01445
mv20191212003|더 보트|2|0.008441333333333332|0.00225|0.0201
mv20191212003|더 보트|3|0.005535666666666666|0.00203|0.01197
mv20191212004|더 하우스|1|0.025945333333333338|0.0079|0.30787
mv20191212004|더 하우스|2|0.12876066666666666|0.02515|0.61266
mv20191212004|더 하우스|3|0.02269933333333334|0.01536|0.0372
mv20191212005|드래곤 빌리지|1|0.03749666666666666|0.02477|0.0616
mv20191212005|드래곤 빌리지|2|0.04749733333333333|0.02839|0.09783
mv20191212005|드래곤 빌리지|3|0.04260066666666667|0.03132|0.06047
mv20191212006|디아스포라의 노래: 아리랑로드|1|0.003038823529411765|0.00052|0.01476
mv20191212006|디아스포라의 노래: 아리랑로드|2|0.003211034482758621|0.00045|0.01348
mv20191212006|디아스포라의 노래: 아리랑로드|3|0.000445|0.00037|0.00052
mv20191212007|디에고|1|0.039506999999999994|0.00647|0.17374
mv20191212007|디에고|2|0.06026466666666667|0.02214|0.14956
mv20191212007|디에고|3|0.017778000000000002|0.00948|0.05015
mv20191212008|라 파미에|1|0.0032437931034482764|0.00037|0.01363
mv20191212008|라 파미에|2|0.011562666666666669|0.00451|0.02259
mv20191212008|라 파미에|3|0.003104999999999999|0.00105|0.00594
mv20191212009|라멘 덕후|1|0.00052|0.00052|0.00052
mv20191212009|라멘 덕후|2|0.0018541379310344826|0.0006|0.00451
mv20191212009|라멘 덕후|3|0.0006316666666666667|0.00037|0.00188
mv20191212010|라스트 씬|1|0.0024276923076923074|0.00082|0.00692
mv20191212010|라스트 씬|2|0.005231333333333335|0.00165|0.01762
mv20191212010|라스트 씬|3|0.0010768000000000002|0.00037|0.00293
mv20191212011|사탄의 인형: 상속 받은 저주|1|0.00112|0.00112|0.00112
mv20191212011|사탄의 인형: 상속 받은 저주|2|0.001213157894736842|0.00045|0.00225
mv20191212011|사탄의 인형: 상속 받은 저주|3|0.0024526666666666664|0.00075|0.00564
mv20191212012|산타 앤 컴퍼니|1|0.073228|0.00067|0.95096
mv20191212012|산타 앤 컴퍼니|2|0.04426566666666664|0.00534|0.14746
mv20191212012|산타 앤 컴퍼니|3|0.0032980000000000006|0.00143|0.00722
mv20191212013|샐린저|1|0.005902333333333332|0.0012|0.02056
mv20191212013|샐린저|2|0.009190666666666663|0.0015|0.02952
mv20191212013|샐린저|3|0.0020236666666666667|0.00075|0.00399
mv20191212014|속물들|1|0.032113333333333334|0.00549|0.16365
mv20191212014|속물들|2|0.147675|0.02884|0.89297
mv20191212014|속물들|3|0.018263333333333336|0.00881|0.03456
mv20191212015|아스테릭스: 마법 물약의 비밀|1|0.014070333333333334|0.00376|0.04375
mv20191212015|아스테릭스: 마법 물약의 비밀|2|0.038371|0.00715|0.16011
mv20191212015|아스테릭스: 마법 물약의 비밀|3|0.006378333333333332|0.00338|0.00979
mv20191212016|영화로운 나날|1|0.014621666666666668|0.00286|0.04978
mv20191212016|영화로운 나날|2|0.034901999999999996|0.0067|0.17645
mv20191212016|영화로운 나날|3|0.022874666666666668|0.00557|0.0851
mv20191212017|월성|1|0.016894|0.00436|0.0378
mv20191212017|월성|2|0.034605333333333335|0.0079|0.12968
mv20191212017|월성|3|0.012089333333333332|0.00594|0.02718
mv20191212018|인투 더 애쉬|1|0.002191666666666667|0.00112|0.00301
mv20191212018|인투 더 애쉬|2|0.06878933333333333|0.00301|0.24416
mv20191212018|인투 더 애쉬|3|0.007851333333333335|0.00399|0.01604
mv20191212019|카운트 다운|1|0.27703300000000003|0.02312|1.5271
mv20191212019|카운트 다운|2|0.6940536666666667|0.08374|2.35937
mv20191212019|카운트 다운|3|0.1609543333333333|0.06544|0.66937
mv20191213001|깡패들|1|0.008183000000000001|0.00353|0.02153
mv20191213001|깡패들|2|0.008798666666666666|0.00338|0.01679
mv20191213001|깡패들|3|0.007831999999999999|0.00444|0.01528
mv20191216001|로빈: 살인자의 유혹|1|0.00048499999999999997|0.00037|0.0006
mv20191216001|로빈: 살인자의 유혹|2|0.0006349999999999999|0.0006|0.00067
mv20191216001|로빈: 살인자의 유혹|3|0.00037|0.00037|0.00037
mv20191217001|할머니의 고양이 그리고 522걸음의 여행|1|0.0006349999999999999|0.00045|0.00082
mv20191217001|할머니의 고양이 그리고 522걸음의 여행|2|0.0008507142857142856|0.00037|0.0018
mv20191217001|할머니의 고양이 그리고 522걸음의 여행|3|0.000568|0.00037|0.0009
mv20191218001|시동|1|1.8572626666666665|0.2547|8.11398
mv20191218001|시동|2|7.7105403333333316|1.44877|29.42129
mv20191218001|시동|3|2.837388666666667|0.6296|20.38873
mv20191219001|미안해요, 리키|1|0.001412222222222222|0.00045|0.00308
mv20191219001|미안해요, 리키|2|0.03801233333333334|0.00203|0.23512
mv20191219001|미안해요, 리키|3|0.0030603333333333337|0.00052|0.0122
mv20191219002|백두산|1|3.0284376666666666|1.02032|11.22038
mv20191219002|백두산|2|12.850438666666669|2.68713|49.0508
mv20191219002|백두산|3|2.460212|0.57666|7.13319
mv20191219003|블루 마이 마인드|1|0.0025710000000000004|0.00037|0.00753
mv20191219003|블루 마이 마인드|2|0.010101666666666669|0.00572|0.01807
mv20191219003|블루 마이 마인드|3|0.044478666666666666|0.00504|0.17931
mv20191219004|신비아파트 극장판: 하늘도깨비 대 요르문간드|1|0.4415726666666667|0.1092|1.02236
mv20191219004|신비아파트 극장판: 하늘도깨비 대 요르문간드|2|0.5141733333333333|0.07576|1.94975
mv20191219004|신비아파트 극장판: 하늘도깨비 대 요르문간드|3|0.04354566666666668|0.01204|0.12833
mv20191219005|호흡|1|2.227008333333333|0.01513|45.09171
mv20191219005|호흡|2|0.053371666666666664|0.0186|0.32015
mv20191219005|호흡|3|0.12129599999999999|0.03614|0.8154
mv20191223001|공포의 묘지: 망자의 저주|2|0.001969285714285714|0.00045|0.00459
mv20191223001|공포의 묘지: 망자의 저주|3|0.0012453571428571429|0.00045|0.00286
mv20191224001|눈의 여왕4|1|0.32301366666666664|0.02244|5.71724
mv20191224001|눈의 여왕4|2|0.501487|0.06168|1.99012
mv20191224001|눈의 여왕4|3|0.03458533333333333|0.01114|0.08638
mv20191224002|캣츠|1|0.8220956666666667|0.13827|4.57686
mv20191224002|캣츠|2|2.0626650000000004|0.08706|17.15414
mv20191224002|캣츠|3|0.143977|0.04518|0.45812
mv20191224003|프린스 코기|1|0.10753100000000002|0.0192|0.64888
mv20191224003|프린스 코기|2|0.58676|0.11952|4.59261
mv20191224003|프린스 코기|3|0.08209899999999998|0.02251|0.31156
mv20191225001|와일드 라이프|1|0.031342|0.00451|0.165
mv20191225001|와일드 라이프|2|0.10641366666666666|0.02402|0.24521
mv20191225001|와일드 라이프|3|0.012157333333333334|0.00451|0.02711
mv20191226001|고흐, 영원의 문에서|1|0.0025746666666666665|0.00067|0.00805
mv20191226001|고흐, 영원의 문에서|2|0.012338666666666668|0.00512|0.0247
mv20191226001|고흐, 영원의 문에서|3|0.0020966666666666677|0.00045|0.00466
mv20191226002|백두번째 구름|1|0.0012752380952380953|0.00037|0.00655
mv20191226002|백두번째 구름|2|0.0015363333333333333|0.00045|0.00504
mv20191226002|백두번째 구름|3|0.000671111111111111|0.00037|0.00112
mv20191226003|천문: 하늘에 묻는다|1|0.2784866666666667|0.03358|0.84839
mv20191226003|천문: 하늘에 묻는다|2|2.114203666666666|0.14392|4.5963
mv20191226003|천문: 하늘에 묻는다|3|0.24518933333333331|0.02417|0.87542
mv20191231001|미드웨이|1|0.348325|0.05783|1.53915
mv20191231001|미드웨이|2|3.022530000000001|0.43206|15.51987
mv20191231001|미드웨이|3|0.28113066666666675|0.14693|0.55226
